,race,LSAT,UGPA,ZFYA,fairScore
2520,0,41.0,3.8,-0.69,41.130447198770625
2521,2,41.0,3.7,0.49,41.0263556823405
2522,0,45.0,3.5,0.56,45.28817965263296
2523,0,42.0,3.4,0.77,43.325316413348574
2524,3,40.0,2.4,-0.81,41.524024303598765
2525,0,48.0,3.6,2.76,49.0
2526,0,43.0,3.5,0.24,43.325316413348574
2527,0,47.0,3.4,-0.48,47.13221707128243
2528,0,42.0,3.8,0.19,43.325316413348574
2529,0,46.0,3.0,-1.66,47.13221707128243
2530,0,44.0,3.5,0.82,45.28817965263296
2531,0,48.0,3.5,1.02,49.0
2532,0,41.0,3.7,-0.29,41.130447198770625
2533,0,48.0,3.8,-0.26,49.0
2534,0,45.0,3.7,1.28,45.28817965263296
2535,0,44.0,3.6,0.43,45.28817965263296
2536,3,32.0,3.2,-0.53,33.544646013045195
2537,0,47.0,3.5,0.62,47.13221707128243
2538,0,44.0,3.2,-0.69,45.28817965263296
2539,0,46.0,3.6,0.72,47.13221707128243
2540,0,48.0,3.7,1.94,49.0
2541,2,43.0,3.6,0.45,43.244136321479594
2542,0,40.0,3.6,1.81,41.130447198770625
2543,0,41.0,3.6,0.72,41.130447198770625
2544,0,48.0,3.6,0.29,49.0
2545,2,38.0,4.0,1.14,38.92157329601039
2546,0,42.0,3.9,-1.12,43.325316413348574
2547,0,40.0,3.5,-0.39,41.130447198770625
2548,0,41.0,3.7,-0.29,41.130447198770625
2549,0,45.0,3.5,-0.11,45.28817965263296
2550,0,42.0,3.7,-1.36,43.325316413348574
2551,0,43.0,3.6,1.15,43.325316413348574
2552,0,45.0,3.5,0.82,45.28817965263296
2553,0,44.0,3.7,-0.56,45.28817965263296
2554,0,46.0,3.9,-1.15,47.13221707128243
2555,0,45.0,3.5,0.49,45.28817965263296
2556,0,48.0,3.8,1.76,49.0
2557,0,46.0,3.4,0.0,47.13221707128243
2558,0,41.0,3.4,-0.3,41.130447198770625
2559,6,47.0,3.3,0.23,47.0
2560,6,44.0,3.5,-0.13,45.4068974514481
2561,0,41.0,3.7,-0.35,41.130447198770625
2562,0,42.0,4.0,0.95,43.325316413348574
2563,0,47.0,3.5,0.72,47.13221707128243
2564,0,42.0,3.5,0.65,43.325316413348574
2565,0,40.0,3.3,0.17,41.130447198770625
2566,0,38.5,3.8,-0.95,38.91366637980439
2567,0,42.0,3.7,-0.91,43.325316413348574
2568,0,42.0,3.5,-1.01,43.325316413348574
2569,0,42.0,3.7,-2.56,43.325316413348574
2570,0,45.0,3.9,-0.35,45.28817965263296
2571,0,40.0,3.4,-0.26,41.130447198770625
2572,0,41.0,3.5,0.4,41.130447198770625
2573,0,40.0,3.8,0.57,41.130447198770625
2574,2,45.0,3.9,-0.44,45.29759027599206
2575,0,47.0,3.7,0.19,47.13221707128243
2576,0,45.0,3.6,1.54,45.28817965263296
2577,0,41.0,3.6,0.3,41.130447198770625
2578,0,44.0,3.7,0.42,45.28817965263296
2579,0,45.0,3.7,0.09,45.28817965263296
2580,3,32.5,3.7,-1.26,33.544646013045195
2581,0,48.0,3.2,0.93,49.0
2582,0,38.0,3.9,0.14,38.91366637980439
2583,0,46.0,3.4,-0.06,47.13221707128243
2584,0,41.0,3.4,-1.21,41.130447198770625
2585,0,46.0,3.7,-0.63,47.13221707128243
2586,0,44.0,3.9,0.25,45.28817965263296
2587,0,46.0,3.5,0.59,47.13221707128243
2588,0,44.0,4.0,0.98,45.28817965263296
2589,6,45.0,3.9,-0.43,45.4068974514481
2590,0,42.0,3.4,1.94,43.325316413348574
2591,0,48.0,3.9,0.89,49.0
2592,0,38.0,3.7,0.4,38.91366637980439
2593,3,40.0,2.9,-1.44,41.524024303598765
2594,3,34.0,2.9,-1.44,35.60448111766814
2595,0,36.75,3.6,0.75,36.757264183554916
2596,0,46.0,3.4,-0.56,47.13221707128243
2597,0,42.0,3.6,0.06,43.325316413348574
2598,0,42.5,3.0,0.19,43.325316413348574
2599,0,44.0,3.5,-0.48,45.28817965263296
2600,0,40.0,3.4,-0.91,41.130447198770625
2601,0,43.0,3.5,0.46,43.325316413348574
2602,0,42.0,3.7,0.67,43.325316413348574
2603,0,40.0,3.6,0.35,41.130447198770625
2604,0,48.0,3.5,1.27,49.0
2605,0,45.0,3.9,1.02,45.28817965263296
2606,0,39.0,3.7,-0.75,38.91366637980439
2607,0,47.0,3.7,-0.03,47.13221707128243
2608,0,43.0,3.8,0.85,43.325316413348574
2609,0,45.0,3.6,0.26,45.28817965263296
2610,0,45.0,3.6,1.58,45.28817965263296
2611,3,39.0,2.9,-0.87,39.35429560808496
2612,0,41.0,3.5,0.59,41.130447198770625
2613,0,41.0,3.6,-0.42,41.130447198770625
2614,0,45.0,3.1,1.58,45.28817965263296
2615,3,32.0,2.9,-0.56,33.544646013045195
2616,0,38.0,3.5,-0.2,38.91366637980439
2617,0,34.0,3.6,-0.53,34.57730321089646
2618,0,39.0,3.6,-1.27,38.91366637980439
2619,0,39.5,3.1,0.98,41.130447198770625
2620,0,38.0,2.9,0.12,38.91366637980439
2621,0,40.0,2.6,1.82,41.130447198770625
2622,0,40.0,2.9,0.96,41.130447198770625
2623,0,38.0,2.5,2.1,38.91366637980439
2624,0,31.0,3.7,0.57,30.41726256161723
2625,1,28.0,2.5,-1.54,29.0
2626,0,36.0,3.0,-0.54,36.757264183554916
2627,0,37.0,3.6,0.26,36.757264183554916
2628,0,32.25,3.1,-0.4,32.489412194785075
2629,0,34.5,3.1,0.87,34.57730321089646
2630,0,37.5,3.4,1.1,38.91366637980439
2631,4,25.0,3.1,-0.66,24.667270222741816
2632,0,39.0,2.3,-0.03,38.91366637980439
2633,0,35.0,2.5,-0.56,34.57730321089646
2634,0,40.0,2.5,-0.5,41.130447198770625
2635,0,35.0,2.5,-0.85,34.57730321089646
2636,0,39.0,2.9,2.06,38.91366637980439
2637,6,36.0,3.5,0.24,36.785484954174954
2638,0,30.5,3.1,-1.52,30.41726256161723
2639,0,33.5,3.2,0.65,34.57730321089646
2640,0,38.0,3.2,1.34,38.91366637980439
2641,0,37.0,3.4,1.28,36.757264183554916
2642,0,33.0,3.6,2.23,32.489412194785075
2643,0,42.0,3.4,-0.58,43.325316413348574
2644,0,35.0,3.8,0.05,34.57730321089646
2645,0,39.0,3.1,0.07,38.91366637980439
2646,2,28.0,2.5,-1.26,28.499630728581234
2647,0,36.5,3.0,0.67,36.757264183554916
2648,0,39.0,2.7,0.44,38.91366637980439
2649,0,39.0,2.4,-0.64,38.91366637980439
2650,0,41.0,3.4,-0.11,41.130447198770625
2651,0,40.0,2.8,0.2,41.130447198770625
2652,0,31.0,3.3,0.22,30.41726256161723
2653,3,31.0,3.2,-1.07,31.433277896279797
2654,0,38.0,3.4,1.9,38.91366637980439
2655,0,41.0,3.9,0.75,41.130447198770625
2656,0,41.0,3.1,0.94,41.130447198770625
2657,4,35.0,3.6,0.03,35.0820453505715
2658,0,40.0,3.6,-0.01,41.130447198770625
2659,0,35.0,3.1,-0.72,34.57730321089646
2660,4,31.0,3.1,-1.75,31.00601438949191
2661,0,37.0,3.2,-0.05,36.757264183554916
2662,0,37.0,2.9,-0.17,36.757264183554916
2663,0,42.0,3.0,0.71,43.325316413348574
2664,0,38.0,2.9,0.48,38.91366637980439
2665,4,37.0,3.3,-0.25,37.16422603751931
2666,0,38.0,2.9,-0.38,38.91366637980439
2667,0,39.0,2.9,1.67,38.91366637980439
2668,3,30.0,2.9,-0.56,31.433277896279797
2669,4,33.5,3.1,0.44,35.0820453505715
2670,0,37.0,3.1,0.85,36.757264183554916
2671,0,37.0,3.2,-0.54,36.757264183554916
2672,0,36.0,2.9,0.89,36.757264183554916
2673,0,41.0,3.8,-0.87,41.130447198770625
2674,0,30.75,2.7,-0.87,30.41726256161723
2675,0,35.0,3.4,-0.13,34.57730321089646
2676,1,22.5,2.2,-0.91,22.558870660130722
2677,0,42.0,3.7,0.87,43.325316413348574
2678,0,45.0,3.5,0.53,45.28817965263296
2679,0,39.0,2.4,0.51,38.91366637980439
2680,0,34.5,2.9,0.26,34.57730321089646
2681,0,35.0,3.2,-1.26,34.57730321089646
2682,0,38.0,3.3,-0.48,38.91366637980439
2683,0,40.0,2.9,-0.79,41.130447198770625
2684,0,37.0,3.0,0.34,36.757264183554916
2685,0,36.0,3.8,-0.64,36.757264183554916
2686,0,37.0,3.3,-0.62,36.757264183554916
2687,0,45.0,2.9,0.42,45.28817965263296
2688,0,41.0,3.1,1.65,41.130447198770625
2689,0,41.0,3.1,-0.29,41.130447198770625
2690,0,29.5,3.4,0.53,30.41726256161723
2691,0,38.0,3.7,-0.31,38.91366637980439
2692,0,34.0,2.7,0.73,34.57730321089646
2693,0,39.0,3.5,2.06,38.91366637980439
2694,2,35.5,3.2,-0.62,36.970070962174326
2695,0,30.75,3.6,-0.97,30.41726256161723
2696,5,35.0,3.2,0.26,35.237166685298824
2697,0,35.0,3.8,0.24,34.57730321089646
2698,6,40.0,3.1,-1.36,41.07243325878752
2699,0,32.0,2.8,-1.36,32.489412194785075
2700,4,40.0,2.9,1.14,41.36829409896348
2701,0,35.0,3.4,0.2,34.57730321089646
2702,0,37.0,3.6,1.47,36.757264183554916
2703,0,41.0,3.2,1.12,41.130447198770625
2704,0,27.0,3.5,-1.4,26.35008146270513
2705,0,42.0,2.4,1.61,43.325316413348574
2706,0,37.0,2.8,-0.48,36.757264183554916
2707,0,37.0,3.8,0.85,36.757264183554916
2708,0,36.5,3.3,0.26,36.757264183554916
2709,0,37.0,3.5,0.24,36.757264183554916
2710,0,38.0,2.7,-0.03,38.91366637980439
2711,0,38.5,3.0,0.2,38.91366637980439
2712,0,37.5,2.7,1.3,38.91366637980439
2713,0,40.0,2.6,-0.44,41.130447198770625
2714,0,33.0,3.6,-0.81,32.489412194785075
2715,1,32.0,3.9,0.77,33.24247396469337
2716,0,32.25,3.3,1.49,32.489412194785075
2717,4,38.0,2.8,-0.64,39.179041869968145
2718,0,37.5,3.7,0.71,38.91366637980439
2719,0,39.0,3.6,1.34,38.91366637980439
2720,0,39.0,3.0,-0.17,38.91366637980439
2721,0,37.0,3.4,1.06,36.757264183554916
2722,0,42.0,3.1,1.57,43.325316413348574
2723,0,38.0,2.9,-0.74,38.91366637980439
2724,1,25.0,3.4,-1.77,24.97212731283744
2725,2,38.0,2.8,-1.26,38.92157329601039
2726,2,32.0,3.2,-0.91,32.913069434113176
2727,0,40.0,2.6,-0.93,41.130447198770625
2728,5,28.0,3.8,-0.93,28.945400931040407
2729,4,33.5,2.7,-0.48,35.0820453505715
2730,0,39.0,2.5,0.16,38.91366637980439
2731,0,38.0,3.6,-1.26,38.91366637980439
2732,0,37.0,3.4,-0.86,36.757264183554916
2733,0,41.0,3.5,1.45,41.130447198770625
2734,0,34.5,3.6,0.06,34.57730321089646
2735,0,38.0,3.3,0.04,38.91366637980439
2736,5,34.0,2.5,-0.97,35.237166685298824
2737,1,26.0,3.1,-1.5,26.789852630606482
2738,0,37.0,3.7,1.08,36.757264183554916
2739,1,22.75,2.5,-1.34,22.558870660130722
2740,2,40.0,3.2,-0.4,41.0263556823405
2741,0,41.0,3.2,-0.74,41.130447198770625
2742,0,41.0,3.4,1.43,41.130447198770625
2743,0,37.0,2.9,-0.84,36.757264183554916
2744,0,40.0,2.9,0.45,41.130447198770625
2745,3,23.5,2.6,-1.79,25.203060752685662
2746,1,29.0,2.8,-1.65,29.0
2747,3,27.5,2.8,-0.22,29.368116621576966
2748,0,36.0,4.0,0.64,36.757264183554916
2749,0,40.0,3.6,0.68,41.130447198770625
2750,0,35.0,3.6,-0.67,34.57730321089646
2751,5,32.0,3.3,-0.87,33.31462131150935
2752,0,42.0,3.1,0.44,43.325316413348574
2753,5,26.0,3.6,-1.23,26.63121471132672
2754,0,44.0,3.5,1.43,45.28817965263296
2755,2,39.0,3.7,0.49,38.92157329601039
2756,0,41.0,3.8,0.83,41.130447198770625
2757,0,40.0,3.2,1.31,41.130447198770625
2758,0,46.0,3.4,1.93,47.13221707128243
2759,0,41.0,3.4,-0.55,41.130447198770625
2760,0,42.0,3.8,0.57,43.325316413348574
2761,0,47.0,3.5,1.73,47.13221707128243
2762,0,40.0,3.4,-0.22,41.130447198770625
2763,2,25.5,3.3,-0.91,26.493419086395843
2764,3,30.0,2.3,-0.93,31.433277896279797
2765,0,39.0,3.5,1.97,38.91366637980439
2766,5,30.0,3.2,-0.43,30.869172871534854
2767,0,35.0,4.0,1.2,34.57730321089646
2768,0,34.0,3.8,-0.18,34.57730321089646
2769,2,35.0,3.6,-0.22,35.0
2770,1,33.0,2.6,-0.47,33.24247396469337
2771,0,41.0,2.6,0.1,41.130447198770625
2772,0,41.0,3.7,1.5,41.130447198770625
2773,0,43.0,3.1,0.64,43.325316413348574
2774,0,46.0,3.0,0.49,47.13221707128243
2775,0,35.0,3.8,0.09,34.57730321089646
2776,0,42.0,3.3,0.44,43.325316413348574
2777,0,43.0,3.3,2.7,43.325316413348574
2778,0,37.0,3.7,-0.54,36.757264183554916
2779,0,41.0,3.6,0.17,41.130447198770625
2780,0,41.0,3.5,0.81,41.130447198770625
2781,0,40.0,3.0,-1.11,41.130447198770625
2782,0,39.0,3.6,-0.97,38.91366637980439
2783,0,44.0,3.1,1.97,45.28817965263296
2784,0,40.0,3.6,0.46,41.130447198770625
2785,0,43.0,3.7,0.42,43.325316413348574
2786,0,34.0,3.9,1.12,34.57730321089646
2787,0,40.0,3.3,0.77,41.130447198770625
2788,0,39.0,3.5,-1.22,38.91366637980439
2789,0,42.0,3.0,0.16,43.325316413348574
2790,0,44.0,3.2,0.58,45.28817965263296
2791,0,47.0,3.2,-1.15,47.13221707128243
2792,0,45.0,3.5,-0.13,45.28817965263296
2793,0,46.0,3.8,1.83,47.13221707128243
2794,0,43.0,2.5,0.95,43.325316413348574
2795,0,38.0,3.5,1.49,38.91366637980439
2796,0,41.0,3.2,0.74,41.130447198770625
2797,0,41.0,2.7,0.47,41.130447198770625
2798,0,42.0,2.9,-2.02,43.325316413348574
2799,0,39.0,3.6,-0.67,38.91366637980439
2800,0,37.0,3.7,-0.39,36.757264183554916
2801,0,41.0,2.6,-0.6,41.130447198770625
2802,0,42.0,3.4,-0.06,43.325316413348574
2803,0,37.0,3.2,-0.64,36.757264183554916
2804,0,39.5,3.1,-0.53,41.130447198770625
2805,0,45.0,2.8,-0.27,45.28817965263296
2806,0,39.0,3.2,-0.67,38.91366637980439
2807,0,43.0,3.3,0.84,43.325316413348574
2808,0,41.0,3.4,0.33,41.130447198770625
2809,0,37.0,3.8,0.93,36.757264183554916
2810,0,40.0,3.6,-1.22,41.130447198770625
2811,0,43.0,3.1,-0.57,43.325316413348574
2812,0,45.0,3.2,0.97,45.28817965263296
2813,0,39.0,3.7,2.04,38.91366637980439
2814,0,38.5,3.1,-1.34,38.91366637980439
2815,0,40.0,3.7,0.88,41.130447198770625
2816,0,37.5,3.1,-0.2,38.91366637980439
2817,0,42.0,3.2,0.37,43.325316413348574
2818,0,45.0,3.4,1.05,45.28817965263296
2819,0,44.0,3.7,1.62,45.28817965263296
2820,0,44.0,3.1,1.74,45.28817965263296
2821,0,43.0,3.2,0.16,43.325316413348574
2822,0,35.0,3.8,1.9,34.57730321089646
2823,3,29.0,3.4,-0.6,29.368116621576966
2824,0,45.0,3.1,0.79,45.28817965263296
2825,0,40.0,3.3,-0.99,41.130447198770625
2826,0,36.0,3.8,-1.04,36.757264183554916
2827,0,37.0,3.6,-1.18,36.757264183554916
2828,0,41.0,3.2,1.99,41.130447198770625
2829,0,35.0,3.3,-1.29,34.57730321089646
2830,0,40.0,2.6,-0.9,41.130447198770625
2831,0,45.0,3.6,0.24,45.28817965263296
2832,0,42.0,3.4,-0.88,43.325316413348574
2833,0,41.0,2.8,0.84,41.130447198770625
2834,0,42.0,3.0,-1.22,43.325316413348574
2835,0,35.0,3.7,-0.53,34.57730321089646
2836,0,42.0,3.2,-1.57,43.325316413348574
2837,3,26.0,3.0,-1.57,27.220225239564655
2838,0,34.0,3.7,-1.23,34.57730321089646
2839,0,39.0,3.8,1.4,38.91366637980439
2840,0,34.0,3.9,0.12,34.57730321089646
2841,3,30.0,3.3,-1.34,31.433277896279797
2842,0,39.0,3.9,-0.11,38.91366637980439
2843,0,40.0,3.2,-0.14,41.130447198770625
2844,0,42.0,3.8,-0.25,43.325316413348574
2845,0,37.0,3.6,1.21,36.757264183554916
2846,0,38.0,3.8,0.6,38.91366637980439
2847,0,42.0,3.0,-1.02,43.325316413348574
2848,0,45.0,3.6,0.49,45.28817965263296
2849,0,39.0,3.3,0.42,38.91366637980439
2850,0,41.0,3.2,-0.9,41.130447198770625
2851,3,28.25,2.4,-2.18,29.368116621576966
2852,0,44.0,2.9,-1.13,45.28817965263296
2853,0,37.0,3.6,1.16,36.757264183554916
2854,0,37.0,3.6,0.98,36.757264183554916
2855,0,38.0,3.5,-0.2,38.91366637980439
2856,0,40.0,3.5,-0.27,41.130447198770625
2857,0,40.0,3.8,0.09,41.130447198770625
2858,0,39.5,3.1,0.33,41.130447198770625
2859,0,42.0,3.7,0.38,43.325316413348574
2860,0,38.0,3.8,0.82,38.91366637980439
2861,0,45.0,2.9,0.09,45.28817965263296
2862,0,41.0,3.1,0.31,41.130447198770625
2863,0,42.0,3.4,0.17,43.325316413348574
2864,0,43.0,3.2,1.4,43.325316413348574
2865,0,43.0,3.0,1.4,43.325316413348574
2866,0,39.0,3.3,-1.25,38.91366637980439
2867,0,44.0,3.4,0.12,45.28817965263296
2868,0,41.0,3.1,0.02,41.130447198770625
2869,0,42.0,2.9,-0.69,43.325316413348574
2870,0,27.0,3.1,-0.65,26.35008146270513
2871,0,39.0,3.1,0.17,38.91366637980439
2872,0,44.0,3.4,0.4,45.28817965263296
2873,0,42.0,3.3,0.53,43.325316413348574
2874,0,44.0,3.0,0.86,45.28817965263296
2875,0,41.0,3.9,1.02,41.130447198770625
2876,3,30.0,2.6,-1.0,31.433277896279797
2877,0,40.0,3.2,1.16,41.130447198770625
2878,0,41.0,3.0,0.05,41.130447198770625
2879,0,46.0,4.0,1.53,47.13221707128243
2880,0,43.0,2.6,1.3,43.325316413348574
2881,0,43.0,2.9,-0.65,43.325316413348574
2882,0,39.0,3.8,-0.39,38.91366637980439
2883,0,41.0,2.9,-0.37,41.130447198770625
2884,0,42.0,3.7,0.3,43.325316413348574
2885,0,44.0,3.8,-0.21,45.28817965263296
2886,0,41.0,3.4,1.9,41.130447198770625
2887,0,45.0,3.3,-0.57,45.28817965263296
2888,0,36.0,3.6,0.12,36.757264183554916
2889,0,43.0,3.4,0.51,43.325316413348574
2890,0,41.0,3.5,-1.22,41.130447198770625
2891,0,36.0,3.7,-0.32,36.757264183554916
2892,0,42.0,3.9,1.48,43.325316413348574
2893,0,42.0,3.1,-0.48,43.325316413348574
2894,0,48.0,2.8,-0.25,49.0
2895,0,39.0,3.2,-0.18,38.91366637980439
2896,4,36.0,3.4,0.51,37.16422603751931
2897,0,43.0,3.4,1.11,43.325316413348574
2898,3,31.0,2.6,-1.48,31.433277896279797
2899,0,42.0,3.4,-0.76,43.325316413348574
2900,0,40.5,2.6,-0.74,41.130447198770625
2901,3,30.0,2.9,-1.71,31.433277896279797
2902,0,38.0,4.0,-0.48,38.91366637980439
2903,0,41.0,2.9,-0.72,41.130447198770625
2904,0,42.0,3.1,-0.48,43.325316413348574
2905,0,44.0,3.1,-0.39,45.28817965263296
2906,0,42.0,3.3,1.86,43.325316413348574
2907,0,39.0,3.8,0.77,38.91366637980439
2908,0,41.0,3.0,-0.11,41.130447198770625
2909,0,45.0,3.0,-0.55,45.28817965263296
2910,0,42.0,3.5,-1.23,43.325316413348574
2911,0,41.0,3.7,-1.0,41.130447198770625
2912,0,46.0,2.9,-0.97,47.13221707128243
2913,0,43.0,3.6,1.07,43.325316413348574
2914,0,39.0,3.3,-0.62,38.91366637980439
2915,0,44.0,4.0,1.44,45.28817965263296
2916,0,41.0,3.8,1.32,41.130447198770625
2917,0,45.0,3.2,-0.04,45.28817965263296
2918,0,42.0,2.9,-0.13,43.325316413348574
2919,0,44.0,2.9,-0.09,45.28817965263296
2920,0,43.0,3.6,1.23,43.325316413348574
2921,0,46.0,3.4,1.84,47.13221707128243
2922,0,37.5,3.5,-0.28,38.91366637980439
2923,0,48.0,2.8,0.14,49.0
2924,0,36.0,3.4,0.3,36.757264183554916
2925,0,46.0,3.6,1.83,47.13221707128243
2926,0,41.0,3.6,0.42,41.130447198770625
2927,0,45.0,3.5,-0.53,45.28817965263296
2928,0,40.0,3.8,-0.28,41.130447198770625
2929,6,45.0,3.6,1.77,45.4068974514481
2930,0,47.0,3.7,-0.43,47.13221707128243
2931,0,47.0,3.3,1.42,47.13221707128243
2932,3,35.0,3.0,-1.28,35.60448111766814
2933,0,42.0,3.5,1.85,43.325316413348574
2934,0,39.0,3.7,-0.53,38.91366637980439
2935,0,48.0,3.9,2.11,49.0
2936,0,42.0,3.4,0.04,43.325316413348574
2937,0,43.5,3.5,1.19,45.28817965263296
2938,0,46.0,3.5,0.47,47.13221707128243
2939,6,44.0,3.7,0.03,45.4068974514481
2940,0,43.0,3.8,0.14,43.325316413348574
2941,0,46.0,3.6,-0.13,47.13221707128243
2942,0,46.0,3.4,0.73,47.13221707128243
2943,0,43.0,3.4,0.3,43.325316413348574
2944,0,45.0,3.4,-0.48,45.28817965263296
2945,0,44.0,4.0,0.59,45.28817965263296
2946,2,42.0,3.8,-0.89,43.244136321479594
2947,0,43.0,3.6,0.49,43.325316413348574
2948,0,41.0,3.5,0.89,41.130447198770625
2949,0,44.0,3.6,0.17,45.28817965263296
2950,0,42.0,3.9,0.78,43.325316413348574
2951,0,47.0,3.7,0.1,47.13221707128243
2952,0,45.0,3.5,-1.7,45.28817965263296
2953,0,47.0,3.5,0.39,47.13221707128243
2954,0,48.0,3.8,1.43,49.0
2955,0,43.0,3.6,-0.66,43.325316413348574
2956,2,38.0,3.8,-0.38,38.92157329601039
2957,0,42.0,3.8,0.66,43.325316413348574
2958,0,44.0,3.8,0.64,45.28817965263296
2959,0,43.0,3.7,0.7,43.325316413348574
2960,0,39.0,3.6,0.75,38.91366637980439
2961,0,45.0,3.7,-0.75,45.28817965263296
2962,0,44.0,3.5,-0.56,45.28817965263296
2963,6,42.0,3.7,-0.87,43.327140570486016
2964,3,33.0,3.0,-1.3,33.544646013045195
2965,0,37.0,3.7,0.17,36.757264183554916
2966,0,40.0,3.3,-1.28,41.130447198770625
2967,0,45.0,3.6,0.23,45.28817965263296
2968,0,43.0,3.0,-1.38,43.325316413348574
2969,0,45.0,3.4,-0.18,45.28817965263296
2970,2,40.0,3.7,-1.26,41.0263556823405
2971,0,42.0,3.8,0.49,43.325316413348574
2972,0,43.0,3.4,-0.58,43.325316413348574
2973,0,41.0,3.7,0.8,41.130447198770625
2974,0,40.0,3.5,-0.35,41.130447198770625
2975,0,35.0,3.6,-0.71,34.57730321089646
2976,0,48.0,3.6,0.23,49.0
2977,0,43.0,3.7,0.95,43.325316413348574
2978,0,43.0,3.2,-0.27,43.325316413348574
2979,0,46.0,3.9,1.07,47.13221707128243
2980,0,46.0,3.7,1.12,47.13221707128243
2981,1,36.0,2.8,-3.08,37.00645027928649
2982,0,44.0,3.5,0.13,45.28817965263296
2983,0,43.0,3.4,-0.77,43.325316413348574
2984,0,42.0,3.5,1.25,43.325316413348574
2985,0,48.0,3.8,1.37,49.0
2986,0,43.0,3.4,0.89,43.325316413348574
2987,0,43.0,3.9,1.15,43.325316413348574
2988,0,43.0,3.7,2.43,43.325316413348574
2989,0,43.0,3.5,1.22,43.325316413348574
2990,0,43.0,3.7,0.19,43.325316413348574
2991,0,48.0,3.5,0.4,49.0
2992,0,42.0,3.5,0.72,43.325316413348574
2993,0,44.0,3.8,-0.96,45.28817965263296
2994,0,44.0,3.7,1.15,45.28817965263296
2995,0,47.0,3.6,-0.56,47.13221707128243
2996,0,44.0,3.7,-0.66,45.28817965263296
2997,0,43.0,3.8,0.89,43.325316413348574
2998,0,42.0,3.8,-0.05,43.325316413348574
2999,0,47.0,3.4,1.34,47.13221707128243
3000,0,42.0,3.1,-0.82,43.325316413348574
3001,0,45.0,3.9,0.14,45.28817965263296
3002,0,47.0,3.6,0.6,47.13221707128243
3003,3,34.0,3.2,-0.81,35.60448111766814
3004,0,35.0,4.0,-0.74,34.57730321089646
3005,2,37.5,3.4,-0.88,38.92157329601039
3006,0,48.0,3.5,-0.61,49.0
3007,0,41.0,3.6,0.51,41.130447198770625
3008,0,41.0,3.4,-2.4,41.130447198770625
3009,0,44.0,3.5,-1.31,45.28817965263296
3010,0,44.0,3.7,0.82,45.28817965263296
3011,0,41.0,3.7,-0.61,41.130447198770625
3012,0,43.0,3.5,0.19,43.325316413348574
3013,0,48.0,3.2,-0.33,49.0
3014,0,47.0,3.5,0.99,47.13221707128243
3015,0,44.0,3.3,-1.48,45.28817965263296
3016,0,42.0,3.7,0.04,43.325316413348574
3017,0,47.0,3.6,-0.33,47.13221707128243
3018,0,45.0,3.4,0.99,45.28817965263296
3019,0,43.0,3.4,-0.48,43.325316413348574
3020,2,40.0,3.6,-1.37,41.0263556823405
3021,0,45.0,3.9,-0.69,45.28817965263296
3022,0,41.0,3.7,0.72,41.130447198770625
3023,0,42.0,3.8,-0.52,43.325316413348574
3024,0,43.0,3.6,0.32,43.325316413348574
3025,0,44.0,3.5,-0.52,45.28817965263296
3026,0,43.0,3.7,1.0,43.325316413348574
3027,0,46.0,4.0,0.55,47.13221707128243
3028,6,45.0,3.8,0.98,45.4068974514481
3029,0,45.0,4.0,0.62,45.28817965263296
3030,0,44.0,4.0,-0.72,45.28817965263296
3031,0,46.0,3.6,0.13,47.13221707128243
3032,0,48.0,3.9,1.18,49.0
3033,0,48.0,3.2,0.81,49.0
3034,0,44.0,3.5,1.25,45.28817965263296
3035,0,42.0,3.9,0.06,43.325316413348574
3036,0,41.0,3.8,-0.22,41.130447198770625
3037,0,46.0,3.8,0.06,47.13221707128243
3038,0,38.0,3.9,0.85,38.91366637980439
3039,0,43.0,3.5,0.24,43.325316413348574
3040,0,39.0,4.0,-0.51,38.91366637980439
3041,3,34.0,3.5,-0.95,35.60448111766814
3042,0,42.0,4.0,1.39,43.325316413348574
3043,6,35.0,2.9,0.05,35.0
3044,0,32.0,3.1,0.76,32.489412194785075
3045,0,41.0,2.5,-0.5,41.130447198770625
3046,0,35.0,2.8,0.27,34.57730321089646
3047,0,39.0,3.6,0.2,38.91366637980439
3048,0,35.5,2.6,-0.35,36.757264183554916
3049,0,39.0,3.0,0.76,38.91366637980439
3050,0,33.0,3.5,0.89,32.489412194785075
3051,0,32.0,3.3,0.54,32.489412194785075
3052,0,36.0,3.3,1.28,36.757264183554916
3053,0,37.0,2.8,0.15,36.757264183554916
3054,0,37.0,3.9,1.32,36.757264183554916
3055,0,40.0,3.1,1.34,41.130447198770625
3056,0,35.0,2.8,-0.84,34.57730321089646
3057,0,36.0,3.6,-0.17,36.757264183554916
3058,0,29.5,3.0,-1.19,30.41726256161723
3059,0,33.0,3.3,0.05,32.489412194785075
3060,0,36.0,2.6,0.88,36.757264183554916
3061,0,34.5,2.7,0.53,34.57730321089646
3062,0,38.0,3.0,-1.81,38.91366637980439
3063,5,36.0,2.7,-1.22,37.39385405475788
3064,0,42.0,3.2,1.61,43.325316413348574
3065,6,33.0,3.2,-1.61,32.94760690169464
3066,0,33.0,3.0,-1.06,32.489412194785075
3067,0,34.0,3.1,0.97,34.57730321089646
3068,0,40.0,3.7,1.41,41.130447198770625
3069,0,41.0,3.3,1.52,41.130447198770625
3070,0,38.0,3.6,0.15,38.91366637980439
3071,0,34.0,3.1,-0.57,34.57730321089646
3072,0,35.0,2.9,-0.52,34.57730321089646
