race,LSAT,UGPA,ZFYA,uuid
0,38.5,3.5,0.21,293383921527677041235557537042002379399
0,37.0,3.7,-1.21,156837042934351354270143514363999176985
3,32.0,2.4,-1.76,103383377442202907005855463430203731426
0,43.0,3.8,0.64,164593829685939645220695857611425226607
3,38.0,2.7,0.47,209695265172571552807027171317443885535
3,42.0,2.7,-0.38,121677329737395152947350916079704551332
3,36.0,2.7,-1.21,131289202577935582758751261434136403291
0,43.0,3.3,-0.55,88597807716382090851002340758905197183
0,37.0,4.0,0.47,178338671335847349293049331186348718416
0,41.0,3.6,-1.59,332397647891041473919492293907274560976
0,46.0,3.2,-0.12,44034355629563591802687514591988950715
6,46.0,3.0,1.8,293499231665727285260774763222810182611
0,44.0,3.5,0.35,12041061474853895989705965605387175310
0,38.0,3.9,1.44,51541195397185600891274895360439402905
0,41.0,3.5,0.02,132755588494789069229844124125045421038
0,44.0,3.5,-0.24,28940180914328023647062151878278329225
0,40.5,3.4,-1.17,50825756194235150506007356457516917074
0,42.0,3.7,0.78,226933915360651026402463139917816118534
0,42.0,3.6,1.06,229263317922184690131103318368828191004
0,41.0,3.5,-0.83,86851587583514256068475669718696230271
0,40.0,3.5,-0.67,293124552821162210381781961064366837399
0,41.0,3.4,0.21,3146299990776746713546373441361647296
0,45.0,3.7,1.8,114872149966204489417259493882333317319
0,40.0,3.2,-1.76,301330880519166458906775442514073656065
0,41.0,3.1,1.02,194575706191057999178380201869639379965
0,39.0,4.0,1.59,204786626888526052511320365205600622590
0,39.0,3.0,-0.38,126224839579097173450691237747544977577
0,44.0,3.7,-1.26,15123010748583453195410352992977696162
7,38.0,4.0,-0.03,177777120320318420916815711761445809637
3,28.0,3.0,-1.85,223207617292601977623286553583911222019
0,46.0,3.0,0.4,72401466004815265081058632482438470775
0,42.0,3.9,1.06,304749462349839753726918989009854623670
0,41.0,3.3,-0.67,27815954754109388987712457305892104
0,42.0,3.7,-1.05,95151015243797935823500326919183397108
0,44.0,3.4,-0.45,290276027708199717399814148140715174074
0,46.0,3.1,-0.17,7746978167152682758791712139968781238
0,41.0,3.4,0.02,209516676863464479389340548186213461966
0,45.0,3.1,-0.57,249166510608637589750080830720115514504
3,37.0,2.5,-1.17,227236412115859924272235793169470500437
0,44.0,3.4,0.09,281602930639108159394203480441886796691
0,39.5,4.0,1.96,73107101587090924842290789645799809580
0,41.0,3.5,1.44,60512101070378322605582486075779218827
0,39.0,3.5,0.26,322647993364613608163676197749956634635
0,42.0,3.1,0.9,138665019480152785998100984337904298526
0,39.0,3.6,-0.57,22916883232436792081532249431003754230
0,47.0,2.9,1.59,182983335957096174861937515201529866115
0,42.5,3.2,-0.12,98355805538948972915848064513061136462
0,38.0,3.9,0.19,245391603095149617097438943399987794568
0,35.5,3.4,0.55,113472873590243931537436735827835162790
3,21.0,3.9,-1.15,221943577476979545222467734068030382545
0,42.0,2.7,0.71,233355114296813883474128165905914069760
0,31.0,3.3,-1.28,201301966032212438575448191898651748026
3,25.5,3.0,-2.11,68163967353056997568829285248580153408
0,39.0,3.2,-0.71,304468966591663183122987946136377341665
0,34.0,3.5,-0.93,141927503902411847871111572324221284489
0,38.0,3.7,-0.45,214324575798940336271359073266903333685
0,37.0,3.6,-0.31,332547084111963605584210426004037263634
0,40.0,2.8,1.46,112715187336151793285911973964775577682
0,36.0,3.1,1.22,2911978654713554038055912791060968140
0,42.0,3.2,0.58,61928529259667985544181866527013511761
0,37.0,3.8,0.55,19422423304781434140956961978565472875
0,38.0,3.7,-0.93,278055734602102555594706945581807162276
0,38.0,3.5,0.09,67947134242215094527491813016171316729
0,36.0,2.8,1.57,258261889630779078424847402969903300950
0,39.0,3.9,0.07,5192418411240223516578721651665178390
0,38.0,3.0,2.35,222328745090823468783577486169956366205
3,29.0,3.1,-1.55,189302778022468430632077636305053893200
3,24.0,2.8,-1.84,119322880426073683356849508065656115320
0,34.0,3.3,0.79,321744238959372311736923073489243457031
0,39.0,3.6,-0.61,93874945978606685927398653670043112714
0,37.0,3.4,0.85,115351938107411141920951567729218277263
0,35.0,3.9,1.01,240356539186871633247530040656694511045
0,38.0,3.2,0.66,263426187937226858620924776733651581924
5,36.0,2.8,1.09,104636896576205249663680347718756243941
0,34.0,3.8,0.17,210400556217971370167533309910659615801
0,40.0,3.2,0.55,247803515150609050377564258613711933657
0,36.0,3.6,-0.31,119491735443662753081560010307423177121
0,37.0,3.7,1.09,333966705768275967734278814917696337182
0,38.0,2.9,-0.1,256014192045060092227753492068208364873
0,37.0,3.2,-0.93,180251052586552235117583498997769105513
0,40.0,3.4,0.15,41894986565642831854289797419120660406
0,44.0,2.7,1.11,4473240695964762611097949622139672734
0,35.0,3.1,0.31,295227472943935841142593461820362835367
0,34.0,2.9,-1.28,203021567841484597143008236681579829245
0,39.0,3.6,-0.31,51495085686563576302602583071066190336
0,33.0,4.0,-0.2,292975288669175012692860457270034867520
0,40.0,4.0,0.95,222108702698456146813199778622011822709
0,37.0,2.2,0.12,272441057409732725339235033580722165794
0,38.0,3.1,0.07,330707552828261703700627020760263971600
0,40.0,3.1,-0.71,76297860944934030123758915567464053456
0,37.0,3.5,0.01,189422946273841252562732266216322688989
0,34.0,3.3,-0.39,331933990069931191555505296186246108377
0,37.0,3.8,1.6,244561814166884558046788827106018342541
0,35.0,4.0,0.28,293030029161232998968082097119238257257
3,24.0,2.6,-1.6,209061608856010517007258591297372327247
0,37.0,4.0,0.09,122107535167408411228509401654864000161
3,32.0,2.1,-1.12,333719656618172887805486052548009217390
0,40.0,3.4,0.01,10718784156272618014742570466807280428
0,40.0,3.1,0.52,276042927819856685457015063438618437730
0,40.0,3.7,0.2,205963930327551613603901723491774235249
0,33.0,3.5,0.66,45346036599563911001976110035607165774
0,37.0,3.7,-0.18,292377554386199058962550526810259158867
0,41.0,3.7,0.31,88474818320031214861956269685614595616
0,34.0,3.3,0.28,92593093700205962937736318337489268331
0,39.0,3.3,-0.04,323025532817127048617543491682103744521
0,37.0,3.4,0.47,100988778784253825890153608420044922279
0,41.0,3.3,0.98,123847724782812070171336007823088285412
0,36.0,3.9,1.92,256275498704262224172653365410958922441
0,34.0,3.9,0.98,249253033884081701590875003108278346578
0,32.0,3.9,1.14,81456958291739213450377300996143099089
0,40.0,3.8,1.52,36588608168619340945742186425335908911
0,37.0,3.7,0.33,231123309459704453872004550530528383831
0,41.0,2.9,0.08,199472478745478032024618100430999141788
0,36.0,3.4,0.25,155778801121899728239255127655209333830
0,37.0,3.6,-1.31,265455725527657735972695955990553220797
0,34.0,3.2,-1.08,292593493675938553118870819187730273608
0,35.0,3.3,-0.09,133729598631665094542194464718002925248
0,41.0,3.7,-0.22,114167484513330839148423604505675501157
0,41.0,3.1,-0.22,195735687007039049535799482664057060796
0,39.0,3.7,1.19,292405346290224759833053388187277966665
0,40.0,3.3,-1.17,206649731820040859893823610788225414373
0,36.0,3.3,-1.42,121035791816790225181349840562338074397
0,35.0,3.4,-1.31,140092074536150377695352461572720078352
0,42.0,3.9,1.47,140997830681844617898064798828584078191
0,40.0,3.7,0.82,228904347869190420269723864957688469162
0,35.0,3.2,-1.1,77400738484151642156876581581678392689
0,36.0,3.3,-0.22,254519451792778464593565660728828767793
0,39.0,3.3,-0.62,102439361429448623979997520046954428423
0,35.0,3.6,-0.73,286807772465234762239918517984169219904
0,36.0,3.6,1.05,252410315545827129283817714425144819021
0,35.0,3.4,-0.47,94287550363491433974849384679553207227
0,40.0,3.8,1.45,39329835653502710465980583521119374372
0,38.0,3.3,1.05,290836333273780529519423930822113189542
0,36.0,3.7,-0.15,311613528279613927056118936570761822726
0,37.0,2.9,-1.13,59535685587527290932736665073182786798
0,40.0,3.7,0.42,246829830945229590985888264643272431838
0,36.0,3.7,1.66,21428705744918486198902514894762803549
0,36.0,3.4,0.41,244798971338920473265174770649102967352
0,43.0,3.5,1.36,83211869333716732350713621218564722425
0,47.0,4.0,1.83,197405487979668227655229117704409898885
3,28.0,2.8,-1.31,90680360525386128853024907008331279463
3,26.0,3.0,-1.02,265067008260708499955764730197906831083
0,41.0,3.6,0.75,141401981784703726750730457791131190256
0,34.0,3.4,-0.43,111575020383404759912702972800425995088
0,36.0,3.1,-0.28,304997392820688193416150500203076557279
0,33.0,3.9,-0.13,221977472511614638233421855391020892367
0,39.0,3.3,-0.91,148133509545323299080782958855178918722
3,26.0,3.1,-1.53,244975768200333341454685494440416109260
0,36.0,3.6,-0.73,199126709553447208917153305343818716381
0,42.0,3.3,-1.06,14695639696152789869564966267065785745
0,39.0,3.1,0.48,243443484289801381358673315545575908808
0,40.0,2.9,-0.26,339618505772643557968436968709797448145
0,44.0,3.7,0.65,188196783768751132910308220662602748083
0,39.0,3.6,-0.2,308977788955331575858866970547420676773
0,40.0,3.1,0.62,72400517290303469159619902654856472452
0,38.0,3.0,-0.56,263673220579976174342431489324577662498
0,38.0,3.5,-0.41,225223482939248862713025535361615615429
0,42.0,2.7,-0.91,189681564264700268625777262618813867967
0,37.0,3.4,1.03,326585949805255153793773548876388006702
0,38.0,2.9,0.41,188463114088103157400495826619385828028
0,37.0,3.3,0.56,216136471996841016610462086292325066802
3,29.0,2.6,-1.34,232103984150105273829303321897846901762
0,39.0,3.7,1.11,218075241588824415352393686362468519458
0,35.5,3.3,-0.68,333773696074161876585218455883420449340
0,37.0,2.8,-0.54,231922913036156206765855726645865770042
0,37.0,3.6,0.5,24206775469156277827241048632810336497
0,37.0,3.3,1.22,129462062467651455938413283970620219163
0,39.0,3.5,0.23,246682269575504906666431425700980740012
0,36.0,3.5,-1.13,106069582599383795466212424313521244602
0,40.0,3.0,-0.41,261717635069545384980560366496324805906
0,36.0,3.2,-0.47,218492430319686852275176406081417192197
0,38.0,3.7,-0.28,113102786275654797782642736287999993169
0,38.0,3.3,-0.28,271169170522033725196933294788362406848
0,35.0,3.8,1.24,280422954883730559193231740638208904834
0,35.0,3.4,-0.09,77595175430718353699961490045762259870
0,40.0,2.7,-0.96,286237490086878436006595251239154551053
0,37.0,3.2,0.77,329242359349074233756154487160817816953
0,43.0,3.2,-0.13,236627644795883637072607426171547560224
0,41.0,3.8,1.32,103567144193981373399567439947494553327
0,38.0,3.5,0.63,335557300712930394806828733754186882156
0,32.0,3.6,-1.36,217822067520607737174603805485464350760
0,40.0,3.4,-0.32,274676897051243181343046339911681482320
0,41.0,3.1,1.08,300254732207341816998867580064936274899
0,37.0,3.5,1.43,57114861729042999421186215792456632191
0,38.0,3.8,1.19,176484812569464944344727870037552643908
4,34.0,2.8,-1.26,136023966910443300816386398203080152370
0,35.0,3.1,0.62,340073816617705091515672958148916795163
0,39.0,3.6,-0.06,28675819128312365324334584249103729467
0,37.0,3.4,0.12,150323910682466534240372442963567096551
0,38.0,3.1,0.16,18899754214425672853621789163596414285
0,39.0,3.1,-1.09,91185294928529186243018087059112441246
0,48.0,2.9,1.79,16767413352225013365496283169554735121
0,40.0,3.4,1.01,163046137564375437571359949278907076361
0,33.0,3.5,0.86,147937614228137474112125945706167844565
0,35.0,3.4,-0.42,62524455752834425303569331207066710264
0,33.5,3.5,-0.35,75191968177211131672931596835777937618
0,35.0,3.4,-0.2,120752017144981225471707554222291661811
0,42.0,3.2,2.18,167182025094144745104025815081982677396
0,35.0,3.5,0.76,118396941041522509073243746084477571419
0,36.0,3.5,-0.1,196009065036497528682613801643060566363
3,33.0,2.5,-0.67,74462680268578794723120002430156797436
0,36.0,3.7,-0.52,289777901591086948599785671205194020275
0,35.0,3.3,-0.26,267835787329937676512683732930252850721
0,39.0,3.2,0.58,197582526335049905541627044204219159122
0,42.0,3.0,0.4,64794540729930789707707984028568472563
0,36.0,3.2,0.72,65975794894516736084892882889128263305
0,37.0,3.3,0.44,80230881300477522301446584721800764494
0,36.0,3.2,-1.34,70245416088385824183964509287081051030
0,37.0,3.3,-0.6,245203335309142950663302244361329651568
0,35.0,3.3,-0.85,165704094270382089780577362464089562732
0,39.0,3.4,0.01,269198379438112535887810590800683135379
0,38.0,3.0,0.83,86506062970709497185770072690179416260
0,34.0,3.4,-0.78,31360627556251279528646725652213036854
0,35.0,3.2,-0.74,213209867838319575567785579236550861346
0,37.0,3.5,0.15,238576419782973470227975780525632266519
0,40.0,3.0,1.75,308847587887873514110919162255060937945
0,39.0,3.1,-0.1,106406446731655961023271353246157364695
0,37.5,3.1,0.03,67808724456084297332168918678974128773
0,42.0,3.4,2.04,124823866349341124886049426107778027254
0,39.0,3.2,0.03,67720884908097628803768587641579895517
0,37.0,3.3,-0.1,291456886634473710546479183047551361655
2,32.0,3.4,-0.71,221789797544134644482579230345872928944
0,38.0,3.4,1.72,258620763915758754249608134657900803157
0,34.0,3.7,-0.8,22617987508112594697204645897862507142
3,32.0,2.5,-1.59,282736042066066284872457932373886827253
0,35.0,2.8,-1.1,232989253350049242159561678220810692042
0,34.0,3.3,1.08,172560295398265077578200748593033247210
0,40.0,2.4,1.35,66266548854158905169141576280726312942
0,38.0,3.2,-0.3,240824712979235737302622603617792106096
4,32.0,2.7,-0.44,38092469994466090357528668934653558994
0,35.5,3.1,-0.61,296553860106928822467217667727381379262
0,41.0,3.3,-0.65,331946188534429571562936769114108263325
0,34.0,3.1,1.35,81257445653227724406691434314449929355
0,41.0,3.6,-0.28,232942825031020482248519108738233081402
0,42.0,2.7,-0.28,14764233105391339665237300231066077265
0,36.0,2.9,0.56,293549276026401129271925063029909658601
0,36.0,2.9,-0.28,180723743728853330539786283669191637722
0,33.0,3.4,-0.33,165250472902647254092493031215945429020
0,35.0,3.3,-0.43,199445193184202163986122506751587015237
0,37.0,3.5,0.88,336293572881908444294517163913735935969
0,36.0,2.8,-0.75,229377062278657937216836520731657115124
0,38.0,3.4,0.35,9130522211435525377197951045284236036
0,38.0,3.6,0.19,78422907190931912984790205023166852632
0,34.0,3.5,0.19,181670414170941074431049351206534173024
0,35.0,3.5,0.46,250786382456747537359653878917177590364
0,34.0,3.1,-0.01,229806008295500552015940462277613675436
0,35.0,3.4,0.83,299438381177421209923805990090956986920
0,37.0,3.8,0.88,302022644812104702484906720419296630308
0,38.0,3.7,0.35,332864985642275581786600321117506566399
0,40.0,3.0,-0.38,53845070177959445990436412162976152959
3,33.0,2.8,-0.06,55094610982813317673070732098470733113
0,38.0,2.9,0.19,223193919213391674658467456179989241852
0,37.0,3.5,1.66,81310544014750586832837311322717868997
0,37.0,3.2,-0.67,11010050130300217986913696064006838807
6,39.5,3.7,-0.22,290260843341915772525848762529505430769
0,37.0,3.2,1.04,273566194816203715143552244374616828640
3,29.0,2.9,-0.98,117951583233228347798663405241014873792
3,30.5,3.0,-1.33,246031011148775931961675171802584281058
0,37.0,2.9,0.3,330689962026158568998698920871624107688
0,34.0,3.0,-0.86,166161306262105041163210501115294143895
0,35.0,3.0,-0.49,206811663254215252519064552285146336998
0,39.0,3.0,0.62,95162944928128363035266395575740687599
3,27.0,2.9,-0.71,226044002494222776194128382483503169108
0,31.0,3.1,-0.58,145730177353185428408863310932790171192
0,39.0,2.8,-0.01,103335832968613758202544469287872316471
0,40.0,2.5,0.87,139580241516750564687308071835893489640
0,37.5,2.6,1.59,81987305825697975155250107961806504027
0,28.0,3.2,0.36,78520706865530565758432542437899154020
4,31.0,3.4,-0.7,97366026470145503174955072837305591034
0,36.0,2.1,1.57,80232704463969465634803541182215784379
0,30.0,3.4,0.89,37890066935038367928713886704085462511
0,37.0,3.7,-0.91,68204692376930585234979003948618119335
0,32.0,3.8,1.43,40148718154061271653738438641905918908
0,44.0,2.7,1.34,184558846824220697727043153532760584978
0,36.0,3.4,-0.11,290760825950808754806306136686530517579
0,34.0,2.7,0.01,256918927826410421334877140526081032908
0,40.0,3.3,1.16,325763423345458066175592251543997166294
0,44.0,3.0,0.3,163231996745664171792926698650112568990
0,39.0,3.2,0.36,311782360434504470753260697714748821141
0,34.0,3.0,-0.83,302098906551560026879654988626210134415
0,37.0,3.2,0.03,71670058020856732739738553571701622021
0,26.0,3.5,-0.58,530841194494456685485801299694483865
0,39.0,3.1,-0.21,325969784699479859137477143928574217397
0,36.0,3.4,1.59,252016980746038003616663669730011433484
0,33.5,3.2,1.41,178008009534904213872877305201461273875
0,39.0,2.9,0.51,12379401893748818521803555708874176150
4,40.0,3.7,-0.46,294681783466726269074649836081579567410
0,37.5,3.0,0.81,286326727464435185703335993255894185887
0,40.0,2.9,-0.99,284491450649256290243640292888452527032
0,44.0,3.6,-0.56,28189659671137932243797495525684048106
0,36.0,3.3,-0.38,29192699186374162898093582585060766723
0,34.0,2.8,-1.79,7901957579388102506324579972915590091
0,33.0,3.8,1.06,62306175198295453393499884478405275686
0,41.0,3.0,0.34,301282551454895159842845772545475747025
0,48.0,3.3,-0.19,213310001054602748114431122472228567784
0,29.0,2.8,-1.13,53910081937720151211546969759476371622
0,29.0,3.1,-0.25,95125244415918877205399790068938091064
0,29.0,2.9,-1.03,308270929055435767343841242978291665395
0,38.5,3.0,-0.31,281734775642783290923218313064931928424
0,41.0,2.7,-0.19,61527702476273427504692596565606803126
0,35.0,3.4,0.51,275513714182269301381136918921716258457
0,32.5,3.6,-0.58,282671961255559371239576472051534886380
0,37.0,3.2,1.14,90980097666951566011536352863227565222
0,36.0,3.2,0.51,287524491011942724422944987895064503873
0,37.0,3.5,1.34,257829518160696956368308913283908398276
0,38.0,3.8,1.65,143197096823953780630120357777533746043
0,30.5,3.8,1.02,104905686959215767704290177116797003557
0,37.0,3.7,-0.87,268103106759351655355544828129878046625
0,39.0,3.0,-0.56,28566126065327079978761358632772506203
0,33.0,3.7,0.67,292521862508724536146765697302325024744
0,36.0,3.7,1.14,48565647587632451422807659997300363451
2,47.0,3.3,1.18,236510184677628301380811581991808738154
3,30.0,2.8,-0.89,77994893309305363798037950711822410430
0,38.0,2.8,-0.66,227327429345605719900367640971223293140
0,40.0,2.8,-0.41,205575916616115172447110612810084660782
0,41.0,3.4,-0.38,207303233826614204130891610930230638887
0,33.0,3.4,-0.46,281243925100372853743286590859015324156
0,41.0,2.4,-1.09,237580313326151570060809817479895234988
0,38.0,3.1,0.38,27387917295541002042705053627914802192
0,39.0,2.8,-0.19,190117789626669684446469707213275082703
0,40.5,2.5,-0.15,305605171233287051598674812142326680095
0,35.0,2.8,-1.15,336574061040053115837086235814677933675
0,32.5,2.7,-0.23,119139865226634035760070909404508959464
0,34.0,2.8,-0.36,54919268888476296296388193335956276681
0,33.0,3.0,-0.41,52378356602320335228633600220886956599
0,31.0,2.6,-0.52,201008438557873352701958245880838396013
0,39.0,2.1,1.65,273458166190189145030803420458071328694
0,33.0,2.8,0.32,75898532831900219239038738231875174493
0,35.0,2.2,-0.58,133008322182570663558555882946441118867
0,36.0,2.9,-0.43,298275752244555162282138622304457472208
0,37.0,2.1,-0.01,6794312607388382706334607492258333408
0,33.0,2.7,0.57,339940650568875633465819875023087554703
0,39.0,2.2,0.43,306315396743918596327643605899265842807
0,34.0,2.7,1.19,5344081406651586132649981384223168531
3,24.75,2.6,-1.54,154574733023081522019116376658466280613
0,34.0,2.9,1.61,262195854528369583747873319021100212869
0,38.0,3.6,0.68,119837038823597395305937636998805225359
0,40.0,2.1,1.32,111503321995668190303261169309438170313
3,21.0,3.1,0.59,189318326403032272533226673385842411399
0,35.0,2.7,0.52,145881743072516107753285617771907679767
0,37.0,2.3,-0.76,92011573727973584069697402978213764540
0,37.0,3.3,1.25,270472398135023714987969222715031692189
7,37.0,2.2,0.39,174063447928350804689442094529469032714
0,30.0,2.7,-0.12,60649305402407761306495888989245207528
4,35.0,2.7,-0.16,94708013731692865961022251268769540739
0,33.0,2.7,-0.19,142581156284896007337707862654996118408
0,33.0,3.0,0.06,1817379827575326908912430794347970414
0,30.5,2.6,-1.03,336032318133823875835978118538751540706
0,33.0,2.9,1.21,161777232974559875887210106471659640133
0,29.0,3.1,-1.09,264114200584959810121524061875313511299
0,33.0,3.1,0.66,242277074284311649625320805969184336027
0,32.5,2.7,0.61,32814531114382479540928392218739861133
0,34.0,2.9,-0.83,274212329290394772595040427003271394271
6,32.5,2.4,0.61,226014146856714786996052493276635662094
0,26.0,2.9,-1.03,203528713056357623509150072344010120427
0,32.5,2.8,0.94,248091389381097952409871954717607559624
0,37.0,2.7,0.77,47016683432141086925197112836381122909
0,37.0,2.0,-1.63,332765304493415605568618819465292127111
0,36.0,2.9,-0.16,200648279008033930593401861591186887779
0,34.0,2.2,-0.14,89114671783081402705172961997314506703
0,30.5,2.8,1.32,285271827413247064965098145933857924903
0,26.5,2.9,-0.23,58533611736797528623783910302324299557
0,34.0,2.8,-0.89,178258814290280083106040255921546419390
0,35.0,2.8,-0.27,149016290728007485806830860886836131370
0,35.0,2.7,0.12,187841804479016909609779976029766671665
3,25.0,2.7,-1.49,118142468087797984036264569753217594183
0,37.0,2.1,0.57,165431034471768253636773042578996235700
0,35.0,2.8,1.14,93879473465409691600680196372217966558
0,31.0,3.0,0.04,159948134289514182546963020744884452237
0,36.0,2.8,0.68,70725636498720336778532241675547142751
0,32.0,2.6,-0.7,40720916031227659190221395958548090473
0,34.5,2.8,0.17,163579113901251012495356711033318798013
0,32.5,3.1,0.15,2160899525193674684471059349331718444
0,39.0,3.8,1.21,30755637965476869186343517115214777240
0,44.0,2.3,2.65,337779221735265957985156045915508396355
0,36.0,2.8,-0.36,262247097724308542963951607904674352246
0,36.0,2.4,-0.5,57760937152651631037905340929723260405
0,37.0,2.3,0.86,285583179156215379574378317548646839094
0,37.0,2.9,-1.03,188778128165635433650144160161508677838
7,25.0,2.8,-0.12,140911976397976879249993382385786112560
0,30.25,2.7,0.3,316474323622089701479479755840276244372
0,34.5,2.7,-0.76,3059883443864006548852069917969839460
0,33.0,2.3,0.04,177079936868512090093840226109435724846
5,31.0,2.4,-0.45,225620866165436286510920566798759571295
0,33.0,2.6,-0.43,296286110614116843452235941500297188715
0,33.0,2.7,1.41,52004085308174001048115606680874689018
0,34.0,2.6,-0.36,31993963156239583955884629939208634365
0,33.0,2.9,0.97,123742066466016842872082074558431237877
0,37.0,2.8,1.32,79813355880611839374403941329926691772
0,38.0,2.5,0.74,243060996337006531747006472043494526294
0,35.0,3.8,1.55,297682884723363657079035860629907623460
0,36.0,3.9,-0.45,8352543293743320638103688913908704368
0,40.0,3.7,0.02,309817067545997861390471774110164543463
0,46.0,3.4,-0.64,218557966061741666925020594557566336442
0,38.0,3.7,0.33,62212186313119532719612878354959369670
0,30.75,3.5,-1.45,112948622631420595742921083540635334591
0,40.0,2.9,0.6,35377905149009099326822503864799532728
2,37.0,3.2,-0.47,135000700684622877432815900153423279101
6,34.0,3.1,-0.81,86677657640776657913353919576823723793
0,39.0,3.1,0.0,218679059219723012744219352074178243882
0,38.0,2.9,0.03,144378523487427868855315720656576960696
0,36.0,3.4,0.82,146995892028803352290243248572866417558
2,41.0,2.9,-1.26,3854838673771347952721789737089634598
0,41.0,2.6,0.09,261905119522416360327139776376041232896
0,36.0,3.4,1.34,268737292006774114543594647477776990012
0,46.0,3.1,2.03,183072455652980355281585620454705400836
6,40.0,2.9,-0.99,248290577166647504000393877096733046412
0,42.0,2.6,-2.01,15345098820770044642973998584144628292
0,36.0,3.6,0.59,69176650916475620807667808046674902222
7,44.0,2.8,-0.21,122538511696524249045604901019370309106
0,40.0,2.9,-0.25,50529765979615248789115381798883657262
0,34.0,3.6,-0.18,112576613315095833862352287130745971006
0,42.0,3.8,0.05,185755504472388814335222145139204979147
4,33.0,2.7,0.54,284518462510962109775459167425323962619
0,39.0,3.6,0.4,228923743823680347116871277983388462247
0,39.0,2.6,-0.59,237910674547262123269724802436666122254
0,38.0,3.1,-0.98,119631896597788669698351696139631738289
0,42.0,3.0,-0.42,191449262741066966026128350716172475533
4,39.0,3.4,-0.37,7443206958107479601690428359174310910
3,31.5,2.6,-1.19,236665466976719628707501724079536883447
4,40.0,3.6,0.17,16139365625050182744692033471392856353
0,37.0,3.5,1.86,294651250694765999465913124417233808617
0,40.0,2.7,0.13,314427318866447568736852542821150379874
0,39.0,3.0,-0.56,291063578180019148337352726590649258025
0,42.0,3.5,0.53,167829209945216964891795290987052173987
0,38.0,3.4,1.71,296336786691510159483976346443281062862
0,33.0,3.3,1.27,67959295102351762754827702613008331000
0,39.0,3.2,0.39,315843410909904307059296174880987828829
0,39.0,3.6,-0.33,291642331293495086271129175244350064676
0,38.0,3.1,0.72,253156555196289673772040558043054777233
0,42.0,3.1,0.82,324013637397125972883726726330985544335
0,39.0,3.6,-0.08,88436393536806586607304604279562510754
0,38.0,3.5,0.97,69709307618457721291065536066353326303
5,36.0,2.7,0.71,91578698709100945271425680062931625269
0,38.0,3.6,-0.19,107331051662366844866692086889212361139
0,38.0,3.4,1.3,12506841169573566459555645467138063335
0,40.0,3.1,1.26,330666321337685887284593414464597558857
6,43.0,3.0,1.51,55192003320672105313125946581945384570
0,36.5,3.4,0.87,69995872640475588037332432124491149552
0,38.0,2.9,-0.95,296269061647134328637693648526463461355
0,36.0,3.2,1.0,161366265747761838087623954446539473269
3,32.0,2.8,0.19,104661031088751888030155181457776809156
0,40.0,3.3,-1.11,14610761206645762743446886966432775051
0,36.5,2.9,0.04,270956390654888707886007275600852690632
0,42.0,3.8,1.56,148288323890832083641280322962112157832
0,43.0,2.7,-0.39,129059989792632555391682353907190396306
0,36.0,3.7,0.71,42512993925322358826223487465461805685
0,35.0,3.2,1.05,190541467767682104559464890824973240128
0,38.0,3.1,-0.81,131122219633298232944499915473832853765
0,36.0,3.5,0.16,213195673976467910141647613799210373926
0,38.0,3.3,1.77,80772140837765500446064606798451557114
0,38.0,3.0,-0.09,220896426572164954133899967265040362756
0,34.0,3.3,0.62,95179757961448962285117729295773021525
0,39.0,3.6,1.66,215995161248588347229100382028123656722
0,39.0,3.0,0.22,97776913744248777178456097649601560829
0,43.0,3.1,1.15,12622124379603931893030977799502148253
0,41.0,2.9,-0.39,324069412213858694480039275937937576010
0,45.0,3.9,0.62,332423844229826709025547409519987832487
0,37.0,3.1,0.54,250790192140838469876079202705410888307
0,43.0,3.5,-1.06,133490452044809702804743454649858840395
0,33.5,3.1,-1.0,182693047284186045767832014153443405020
0,38.0,3.0,1.19,14024924976944573407472194081600764854
0,37.0,3.3,-0.24,282621405076156230502562071434892736018
0,36.0,3.2,0.39,235497926373180546848259200267266545466
0,37.0,3.2,-1.21,60198346196077138160158706592600284917
3,24.0,3.6,0.01,122875988950639764779487131510125040101
0,37.0,3.4,-0.07,339229076022304352678604287502846352011
0,34.0,3.8,-0.51,78858070057661822507282382448237018982
0,37.0,3.2,0.39,258757614082489100844502270685146931091
0,43.0,3.3,1.81,264915088913518819797632786805020649497
0,41.0,3.0,-0.98,263667307839640152419742704143816590294
0,37.0,3.3,-0.09,285044560691985532350866043233677907786
0,43.0,2.9,1.89,162157704210749305995518182875896977594
0,33.0,3.5,1.34,337610633665225795672000218107704542127
0,43.0,3.7,1.68,293285700344194215158394500786870749329
0,38.0,2.9,-0.73,97355863673893508030580759011402920511
0,35.0,3.5,0.9,2382155104682089924456375922471240543
0,36.0,2.9,-0.09,335749637303629714355126129595214523263
0,39.0,3.4,1.0,282531942262935086809356445326677551118
0,38.5,3.3,0.18,286131087941313895199179863763966175837
0,35.0,3.6,0.54,271562432776148925230987831989989162001
0,38.0,3.1,0.23,59975104332964480272081334691663635488
0,37.0,3.1,-0.26,178948440261828603001075516835699145803
0,31.0,3.9,0.88,275934447729167648232252048078586687181
0,42.0,4.0,2.04,160080356023600100392374795310118200093
0,34.0,3.8,-0.01,73974009823511892746046844017454823179
0,38.0,3.5,1.45,130704273462009252311970734038508445373
0,37.0,3.2,-0.73,287136746330694583482916738191560493928
0,38.0,3.6,-0.77,337970819294998239130153519901993714349
0,35.5,3.0,0.1,275978675573256122944167740220544353128
