,sex,LSAT,UGPA,ZFYA,fairScore
4639,0,38.0,2.8,-0.81,38.59153295217082
4640,1,31.5,3.0,-0.88,32.921753595657464
4641,0,40.0,3.1,-0.16,40.721656787614336
4642,1,33.5,3.5,0.5,35.17017203352973
4643,1,38.0,3.5,1.4,39.50881179099064
4644,1,28.0,2.5,-0.59,28.813945574957486
4645,0,33.5,3.2,-0.08,34.207678710157104
4646,0,36.0,2.9,0.43,36.41346478420596
4647,0,38.0,2.3,0.14,38.59153295217082
4648,0,36.0,2.3,-0.47,36.41346478420596
4649,1,38.0,3.7,0.68,39.50881179099064
4650,0,42.0,3.9,1.28,43.19111506898679
4651,0,37.0,2.7,1.89,36.41346478420596
4652,0,36.5,3.0,0.62,36.41346478420596
4653,0,41.0,2.9,0.14,40.721656787614336
4654,0,35.0,3.6,0.14,34.207678710157104
4655,0,39.0,2.4,-0.41,38.59153295217082
4656,0,42.0,2.4,0.32,43.19111506898679
4657,0,35.0,3.1,0.68,34.207678710157104
4658,1,41.0,2.4,1.46,41.67656281304559
4659,1,38.0,3.1,1.46,39.50881179099064
4660,1,33.0,3.9,-0.35,32.921753595657464
4661,0,38.0,3.1,0.44,38.59153295217082
4662,1,33.0,4.0,1.46,32.921753595657464
4663,1,38.0,3.0,-0.62,39.50881179099064
4664,0,38.0,3.8,1.69,38.59153295217082
4665,1,33.0,3.2,0.21,32.921753595657464
4666,0,33.0,3.0,1.37,32.017492169171646
4667,0,26.0,2.7,-0.84,25.55400660018916
4668,1,35.0,2.6,-0.48,35.17017203352973
4669,1,38.0,2.7,0.17,39.50881179099064
4670,0,34.5,3.1,-0.19,34.207678710157104
4671,0,39.0,2.4,-1.13,38.59153295217082
4672,1,38.0,3.0,-0.73,39.50881179099064
4673,0,39.0,3.2,1.3,38.59153295217082
4674,0,37.0,3.4,0.56,36.41346478420596
4675,1,27.0,2.5,-1.35,26.764884964683947
4676,1,31.5,3.3,-1.62,32.921753595657464
4677,0,25.5,2.1,-0.77,25.55400660018916
4678,0,33.0,3.2,-0.71,32.017492169171646
4679,0,36.0,3.8,0.44,36.41346478420596
4680,1,34.0,2.7,-1.92,35.17017203352973
4681,0,25.0,2.4,-1.41,23.563039570258294
4682,1,32.0,3.0,-0.53,32.921753595657464
4683,1,39.0,3.7,0.26,39.50881179099064
4684,0,34.0,2.6,0.26,34.207678710157104
4685,0,36.0,2.1,-1.44,36.41346478420596
4686,1,24.0,3.0,-1.62,24.76502944831482
4687,0,34.0,2.9,-0.37,34.207678710157104
4688,0,27.5,3.4,0.82,27.650038935489906
4689,1,26.0,2.5,-1.24,26.764884964683947
4690,1,35.0,3.0,0.21,35.17017203352973
4691,0,38.0,3.5,0.71,38.59153295217082
4692,1,40.0,2.8,-0.59,41.67656281304559
4693,1,23.0,2.9,-0.81,22.685237964276627
4694,1,28.0,2.6,-1.49,28.813945574957486
4695,0,38.0,2.4,1.26,38.59153295217082
4696,0,35.0,2.9,-1.1,34.207678710157104
4697,1,34.0,3.5,-0.26,35.17017203352973
4698,0,36.0,3.4,-0.26,36.41346478420596
4699,1,32.0,3.0,-0.41,32.921753595657464
4700,1,36.0,3.3,0.06,37.365151536881505
4701,1,39.0,3.4,0.61,39.50881179099064
4702,0,39.0,3.7,0.74,38.59153295217082
4703,0,37.0,2.4,-0.05,36.41346478420596
4704,0,41.0,3.8,0.44,40.721656787614336
4705,1,31.0,2.7,-3.13,30.853478459995404
4706,0,35.0,2.4,0.1,34.207678710157104
4707,0,35.0,3.2,0.46,34.207678710157104
4708,1,37.0,3.4,0.71,37.365151536881505
4709,0,39.0,3.4,-0.23,38.59153295217082
4710,0,47.0,3.0,2.85,47.09820080732016
4711,1,33.5,3.2,-0.03,35.17017203352973
4712,0,34.0,3.1,0.53,34.207678710157104
4713,0,43.0,3.3,1.8,43.19111506898679
4714,0,24.0,2.6,-0.6,23.563039570258294
4715,0,41.0,2.9,0.35,40.721656787614336
4716,0,41.0,3.5,1.55,40.721656787614336
4717,0,29.0,3.9,0.1,27.650038935489906
4718,0,31.0,2.8,-1.31,29.843534062096946
4719,0,33.0,3.1,-0.59,32.017492169171646
4720,0,33.0,3.2,-0.05,32.017492169171646
4721,0,36.0,3.5,-0.41,36.41346478420596
4722,0,33.0,2.9,-0.23,32.017492169171646
4723,0,34.0,3.5,1.88,34.207678710157104
4724,0,34.0,3.6,0.9,34.207678710157104
4725,0,39.0,2.9,1.62,38.59153295217082
4726,1,37.0,3.6,0.46,37.365151536881505
4727,0,34.0,2.8,0.1,34.207678710157104
4728,1,45.0,3.0,0.24,45.97197194861029
4729,1,42.0,3.8,1.49,43.892828873340214
4730,0,35.0,3.5,0.7,34.207678710157104
4731,0,35.0,2.7,-1.85,34.207678710157104
4732,1,40.0,3.5,1.29,41.67656281304559
4733,1,41.0,3.8,-0.08,41.67656281304559
4734,1,31.0,3.5,0.59,30.853478459995404
4735,0,40.0,3.2,-0.78,40.721656787614336
4736,0,42.0,2.9,-0.27,43.19111506898679
4737,1,34.0,3.4,-0.92,35.17017203352973
4738,0,37.0,3.5,-1.3,36.41346478420596
4739,0,42.0,3.4,0.28,43.19111506898679
4740,0,28.0,2.5,-1.17,27.650038935489906
4741,0,35.0,3.2,-0.18,34.207678710157104
4742,1,34.0,3.5,-0.06,35.17017203352973
4743,0,36.0,3.3,-0.51,36.41346478420596
4744,1,39.0,3.2,-0.72,39.50881179099064
4745,0,37.0,3.0,-0.62,36.41346478420596
4746,1,38.0,3.1,-1.55,39.50881179099064
4747,0,46.0,3.9,1.98,47.09820080732016
4748,1,39.5,2.9,-1.22,41.67656281304559
4749,1,39.0,3.4,0.56,39.50881179099064
4750,1,39.0,3.4,0.02,39.50881179099064
4751,1,38.0,3.6,2.34,39.50881179099064
4752,0,38.0,3.7,-1.06,38.59153295217082
4753,0,35.0,3.6,-0.98,34.207678710157104
4754,0,44.0,3.7,1.07,45.23413352842084
4755,1,39.0,3.8,1.8,39.50881179099064
4756,0,37.0,3.4,0.63,36.41346478420596
4757,0,40.0,3.1,1.85,40.721656787614336
4758,0,33.5,3.4,-0.43,34.207678710157104
4759,0,40.0,3.4,1.11,40.721656787614336
4760,1,40.0,3.2,-0.19,41.67656281304559
4761,0,35.0,3.6,0.4,34.207678710157104
4762,0,41.0,3.2,-0.84,40.721656787614336
4763,0,36.0,3.0,-0.87,36.41346478420596
4764,0,39.0,3.1,-0.31,38.59153295217082
4765,0,34.0,3.7,0.02,34.207678710157104
4766,1,36.0,3.5,-0.72,37.365151536881505
4767,0,36.0,3.5,-0.5,36.41346478420596
4768,0,35.0,3.7,-0.64,34.207678710157104
4769,1,37.0,3.7,-0.39,37.365151536881505
4770,1,27.0,2.7,-0.48,26.764884964683947
4771,1,38.0,3.4,1.25,39.50881179099064
4772,0,40.0,3.6,0.98,40.721656787614336
4773,0,32.0,4.0,0.64,32.017492169171646
4774,1,35.0,3.9,1.07,35.17017203352973
4775,0,34.0,3.3,-0.07,34.207678710157104
4776,0,37.0,3.3,-0.73,36.41346478420596
4777,0,39.0,3.6,0.57,38.59153295217082
4778,0,40.0,3.6,1.57,40.721656787614336
4779,0,42.0,3.1,1.4,43.19111506898679
4780,1,36.0,3.5,-0.53,37.365151536881505
4781,0,35.0,3.9,1.37,34.207678710157104
4782,1,40.0,3.6,1.39,41.67656281304559
4783,0,47.0,3.1,-0.04,47.09820080732016
4784,1,36.0,3.8,1.23,37.365151536881505
4785,0,43.0,4.0,2.32,43.19111506898679
4786,0,36.0,3.4,0.36,36.41346478420596
4787,1,36.5,3.5,0.45,37.365151536881505
4788,0,40.0,3.0,-0.57,40.721656787614336
4789,0,42.0,3.3,0.72,43.19111506898679
4790,0,35.0,2.9,1.44,34.207678710157104
4791,0,42.0,3.5,1.07,43.19111506898679
4792,1,39.0,3.2,-0.04,39.50881179099064
4793,0,43.0,3.1,1.11,43.19111506898679
4794,1,39.0,3.8,0.65,39.50881179099064
4795,1,34.0,4.0,0.48,35.17017203352973
4796,1,27.0,2.5,-1.7,26.764884964683947
4797,1,35.0,3.5,-1.13,35.17017203352973
4798,1,36.0,2.9,-0.9,37.365151536881505
4799,0,40.0,3.0,-0.28,40.721656787614336
4800,0,31.5,3.5,-0.13,32.017492169171646
4801,1,36.0,3.5,0.86,37.365151536881505
4802,0,35.0,3.6,-0.77,34.207678710157104
4803,0,33.0,3.5,-1.72,32.017492169171646
4804,0,37.5,3.1,-0.01,38.59153295217082
4805,0,38.0,3.1,-0.55,38.59153295217082
4806,0,43.0,2.7,0.57,43.19111506898679
4807,1,37.0,2.3,-0.14,37.365151536881505
4808,0,39.0,3.2,-0.59,38.59153295217082
4809,0,36.0,3.5,-0.11,36.41346478420596
4810,1,32.0,3.0,-1.81,32.921753595657464
4811,1,35.0,3.9,1.09,35.17017203352973
4812,0,33.0,3.2,-0.93,32.017492169171646
4813,1,38.0,3.9,-0.24,39.50881179099064
4814,1,39.0,3.2,0.27,39.50881179099064
4815,0,47.0,2.8,0.34,47.09820080732016
4816,1,32.0,4.0,-0.68,32.921753595657464
4817,1,39.0,3.5,1.2,39.50881179099064
4818,0,34.0,3.7,0.01,34.207678710157104
4819,0,46.0,2.7,1.94,47.09820080732016
4820,0,37.0,3.2,-0.38,36.41346478420596
4821,0,39.0,3.0,0.24,38.59153295217082
4822,0,40.0,3.1,-1.5,40.721656787614336
4823,0,39.0,3.8,0.89,38.59153295217082
4824,0,35.0,3.5,1.63,34.207678710157104
4825,0,43.0,3.5,-0.05,43.19111506898679
4826,0,34.5,3.3,-0.03,34.207678710157104
4827,0,31.0,3.3,-0.16,29.843534062096946
4828,1,40.0,2.9,-0.89,41.67656281304559
4829,1,41.0,4.0,2.08,41.67656281304559
4830,0,40.0,3.4,-1.0,40.721656787614336
4831,1,34.0,3.9,-0.03,35.17017203352973
4832,1,39.0,3.4,-1.02,39.50881179099064
4833,1,34.0,3.5,0.34,35.17017203352973
4834,1,45.0,2.6,-0.17,45.97197194861029
4835,0,40.0,4.0,1.65,40.721656787614336
4836,1,34.0,3.6,0.07,35.17017203352973
4837,1,35.0,4.0,-0.34,35.17017203352973
4838,1,35.0,3.9,-0.29,35.17017203352973
4839,0,42.0,2.9,-0.31,43.19111506898679
4840,1,35.0,2.4,-0.92,35.17017203352973
4841,0,33.0,3.0,0.17,32.017492169171646
4842,1,34.0,2.8,0.34,35.17017203352973
4843,0,37.0,2.8,1.34,36.41346478420596
4844,1,30.0,3.1,-0.7,30.853478459995404
4845,0,36.0,3.4,1.34,36.41346478420596
4846,0,34.0,2.5,-0.16,34.207678710157104
4847,0,37.0,2.4,0.46,36.41346478420596
4848,0,35.0,2.8,0.24,34.207678710157104
4849,0,30.0,2.8,-0.61,29.843534062096946
4850,0,33.0,2.6,0.9,32.017492169171646
4851,0,27.0,3.0,0.05,25.55400660018916
4852,0,34.0,2.9,0.33,34.207678710157104
4853,1,29.5,3.1,-0.3,30.853478459995404
4854,0,43.0,2.0,0.8,43.19111506898679
4855,1,31.5,3.0,0.9,32.921753595657464
4856,1,36.0,2.9,1.12,37.365151536881505
4857,0,35.0,2.9,0.71,34.207678710157104
4858,0,33.0,3.9,1.12,32.017492169171646
4859,1,30.0,3.2,-0.33,30.853478459995404
4860,0,35.0,2.8,-0.72,34.207678710157104
4861,0,39.0,2.9,1.2,38.59153295217082
4862,1,34.0,2.7,-0.56,35.17017203352973
4863,0,37.0,3.0,1.88,36.41346478420596
4864,0,37.0,2.5,1.17,36.41346478420596
4865,0,33.0,2.5,0.33,32.017492169171646
4866,1,33.0,2.6,-0.21,32.921753595657464
4867,1,33.0,2.9,-0.4,32.921753595657464
4868,0,42.0,2.3,-0.57,43.19111506898679
4869,0,33.0,2.9,0.02,32.017492169171646
4870,1,35.0,2.7,-0.02,35.17017203352973
4871,1,24.5,3.8,0.5,24.76502944831482
4872,0,42.0,3.0,1.19,43.19111506898679
4873,0,27.0,3.3,-0.29,25.55400660018916
4874,0,34.0,2.4,0.34,34.207678710157104
4875,0,37.0,3.2,0.04,36.41346478420596
4876,1,27.0,2.8,-0.28,26.764884964683947
4877,0,32.25,2.8,-0.28,32.017492169171646
4878,1,42.0,2.7,0.77,43.892828873340214
4879,0,37.0,2.6,0.11,36.41346478420596
4880,0,35.0,2.8,1.34,34.207678710157104
4881,1,34.0,2.5,0.51,35.17017203352973
4882,0,35.0,2.7,-0.02,34.207678710157104
4883,1,40.0,2.6,0.05,41.67656281304559
4884,1,35.0,2.1,0.11,35.17017203352973
4885,0,35.0,2.8,1.12,34.207678710157104
4886,1,35.0,2.5,-0.22,35.17017203352973
4887,0,36.0,2.4,-1.15,36.41346478420596
4888,1,30.0,2.8,1.57,30.853478459995404
4889,1,32.0,3.2,1.04,32.921753595657464
4890,1,43.0,2.4,0.35,43.892828873340214
4891,1,35.0,3.0,-0.78,35.17017203352973
4892,0,36.0,3.6,0.75,36.41346478420596
4893,1,35.0,2.9,0.87,35.17017203352973
4894,1,37.0,2.3,2.6,37.365151536881505
4895,0,38.0,3.0,-0.51,38.59153295217082
4896,0,37.0,3.3,0.03,36.41346478420596
4897,0,29.0,2.9,0.68,27.650038935489906
4898,1,39.0,3.5,1.44,39.50881179099064
4899,1,22.5,2.9,-0.45,22.685237964276627
4900,1,32.0,3.2,-0.81,32.921753595657464
4901,1,33.0,3.1,0.67,32.921753595657464
4902,0,26.0,2.6,-0.01,25.55400660018916
4903,1,25.5,3.1,1.49,26.764884964683947
4904,1,31.0,2.7,0.07,30.853478459995404
4905,1,29.0,2.9,-0.45,28.813945574957486
4906,1,26.5,3.3,-0.32,26.764884964683947
4907,0,39.0,3.6,1.63,38.59153295217082
4908,1,35.0,2.5,0.58,35.17017203352973
4909,0,39.0,3.1,0.97,38.59153295217082
4910,0,34.0,2.9,0.37,34.207678710157104
4911,0,31.0,3.1,0.9,29.843534062096946
4912,1,28.5,2.1,-0.58,28.813945574957486
4913,0,34.0,3.5,1.75,34.207678710157104
4914,0,26.0,3.2,-0.83,25.55400660018916
4915,0,29.0,3.5,-0.95,27.650038935489906
4916,0,33.0,2.9,-0.5,32.017492169171646
4917,0,39.0,2.7,0.61,38.59153295217082
4918,0,37.0,2.8,1.51,36.41346478420596
4919,0,39.0,2.2,1.82,38.59153295217082
4920,0,34.0,2.6,-0.7,34.207678710157104
4921,1,32.5,2.9,-0.36,32.921753595657464
4922,1,34.0,3.1,-0.43,35.17017203352973
4923,0,33.0,2.8,-0.71,32.017492169171646
4924,1,34.0,3.0,0.74,35.17017203352973
4925,1,33.0,2.7,1.88,32.921753595657464
4926,1,34.0,3.1,0.8,35.17017203352973
4927,0,36.0,3.1,-0.35,36.41346478420596
4928,1,28.0,3.4,0.06,28.813945574957486
4929,0,40.0,2.2,1.91,40.721656787614336
4930,0,22.75,2.9,-0.74,21.551964612425838
4931,0,38.0,2.9,1.68,38.59153295217082
4932,0,37.0,2.5,0.1,36.41346478420596
4933,0,31.0,3.5,-0.01,29.843534062096946
4934,0,35.0,2.8,-0.02,34.207678710157104
4935,0,37.0,2.3,-0.08,36.41346478420596
4936,0,33.0,2.8,0.75,32.017492169171646
4937,1,39.0,2.8,1.69,39.50881179099064
4938,1,33.0,2.8,2.79,32.921753595657464
4939,1,33.0,3.1,-0.78,32.921753595657464
4940,1,26.5,3.0,0.26,26.764884964683947
4941,0,35.0,3.0,-0.23,34.207678710157104
4942,0,37.0,2.5,0.92,36.41346478420596
4943,0,31.0,3.1,0.31,29.843534062096946
4944,0,35.0,2.9,-0.07,34.207678710157104
4945,1,41.0,2.3,0.01,41.67656281304559
4946,0,38.25,2.5,1.24,38.59153295217082
4947,0,32.25,2.7,0.71,32.017492169171646
4948,1,33.5,2.6,-0.22,35.17017203352973
4949,0,28.0,2.8,-0.49,27.650038935489906
4950,1,35.0,2.7,-1.03,35.17017203352973
4951,0,32.0,2.4,-1.04,32.017492169171646
4952,1,35.0,3.7,0.99,35.17017203352973
4953,0,31.0,3.1,-0.19,29.843534062096946
4954,1,33.0,2.8,0.31,32.921753595657464
4955,0,38.0,2.6,-0.1,38.59153295217082
4956,1,34.0,2.6,0.71,35.17017203352973
4957,0,30.5,3.0,1.31,29.843534062096946
4958,0,35.0,2.8,-0.37,34.207678710157104
4959,0,37.0,2.2,-0.47,36.41346478420596
4960,0,37.0,2.7,1.88,36.41346478420596
4961,1,31.0,2.8,-0.98,30.853478459995404
4962,1,31.5,3.3,1.11,32.921753595657464
4963,0,37.0,2.5,-0.01,36.41346478420596
4964,0,32.5,2.6,0.49,32.017492169171646
4965,0,30.0,3.3,-1.06,29.843534062096946
4966,0,30.0,2.7,0.9,29.843534062096946
4967,0,27.0,2.8,0.99,25.55400660018916
4968,0,30.0,2.6,-0.9,29.843534062096946
4969,1,34.0,3.1,0.17,35.17017203352973
4970,0,26.5,2.9,-0.03,25.55400660018916
4971,1,39.0,2.6,0.87,39.50881179099064
4972,0,44.0,1.5,1.88,45.23413352842084
4973,0,37.0,2.8,0.38,36.41346478420596
4974,1,42.0,1.7,0.57,43.892828873340214
4975,0,33.0,2.7,1.2,32.017492169171646
4976,0,33.5,3.2,-0.52,34.207678710157104
4977,0,33.0,3.0,0.47,32.017492169171646
4978,1,32.75,2.4,0.47,32.921753595657464
4979,0,35.0,3.0,-0.8,34.207678710157104
4980,1,27.0,3.5,-0.17,26.764884964683947
4981,0,35.0,2.7,0.82,34.207678710157104
4982,0,24.0,2.4,-1.37,23.563039570258294
4983,1,27.5,3.0,1.45,28.813945574957486
4984,1,29.5,2.9,-0.84,30.853478459995404
4985,0,39.0,2.8,-0.31,38.59153295217082
4986,0,34.0,3.1,1.73,34.207678710157104
4987,0,32.0,2.8,-0.38,32.017492169171646
4988,0,35.5,3.3,1.03,36.41346478420596
4989,0,40.0,2.5,-0.52,40.721656787614336
4990,0,34.0,2.6,0.25,34.207678710157104
4991,0,34.0,3.2,-0.03,34.207678710157104
4992,0,29.5,3.6,0.47,29.843534062096946
4993,0,41.0,2.5,0.33,40.721656787614336
4994,0,34.0,3.4,0.89,34.207678710157104
4995,1,28.0,3.2,-0.52,28.813945574957486
4996,0,33.0,3.2,1.1,32.017492169171646
4997,0,25.0,3.5,1.03,23.563039570258294
4998,0,24.0,3.1,-0.24,23.563039570258294
4999,0,30.0,3.2,-0.8,29.843534062096946
5000,0,28.0,3.1,-0.03,27.650038935489906
5001,0,37.0,2.7,2.09,36.41346478420596
5002,0,31.0,2.4,-0.31,29.843534062096946
5003,0,33.5,2.9,0.47,34.207678710157104
5004,0,35.0,3.2,-0.1,34.207678710157104
5005,0,37.0,2.3,-0.1,36.41346478420596
5006,1,31.0,2.6,-0.52,30.853478459995404
5007,1,37.0,3.0,1.17,37.365151536881505
5008,1,26.5,3.3,0.89,26.764884964683947
5009,0,36.0,3.7,1.58,36.41346478420596
5010,1,34.0,3.1,-0.73,35.17017203352973
5011,1,30.0,3.8,-0.52,30.853478459995404
5012,1,35.0,3.1,0.25,35.17017203352973
5013,1,39.0,2.5,-0.1,39.50881179099064
5014,0,36.0,2.7,0.75,36.41346478420596
5015,0,34.0,2.1,0.47,34.207678710157104
5016,1,30.25,3.4,2.09,30.853478459995404
5017,0,19.5,2.9,0.11,19.272851835041056
5018,0,33.0,2.6,-0.66,32.017492169171646
5019,0,34.0,3.0,-0.59,34.207678710157104
5020,0,31.5,2.6,0.47,32.017492169171646
5021,0,37.0,2.5,-0.8,36.41346478420596
5022,0,40.0,3.4,0.47,40.721656787614336
5023,1,36.0,2.7,0.33,37.365151536881505
5024,0,33.0,2.7,-0.03,32.017492169171646
5025,0,31.25,3.3,-0.73,32.017492169171646
5026,0,42.0,2.1,0.25,43.19111506898679
5027,1,34.0,2.9,0.33,35.17017203352973
5028,0,32.0,2.6,0.89,32.017492169171646
5029,1,28.0,3.5,0.61,28.813945574957486
5030,1,33.0,3.8,1.52,32.921753595657464
5031,0,25.0,2.5,-0.52,23.563039570258294
5032,0,37.0,3.5,0.47,36.41346478420596
5033,0,40.0,2.7,0.75,40.721656787614336
5034,0,24.5,3.1,0.33,23.563039570258294
5035,0,40.0,2.1,-0.41,40.721656787614336
5036,0,35.0,3.1,-0.52,34.207678710157104
5037,1,30.0,2.9,-0.38,30.853478459995404
5038,1,31.0,3.0,-2.71,30.853478459995404
5039,1,31.0,3.3,-0.87,30.853478459995404
5040,0,34.0,3.0,-1.02,34.207678710157104
5041,0,33.0,3.3,0.96,32.017492169171646
5042,1,23.0,2.3,-0.03,22.685237964276627
5043,0,37.0,1.7,0.82,36.41346478420596
5044,0,36.0,2.6,0.47,36.41346478420596
5045,0,33.0,3.4,1.03,32.017492169171646
5046,1,33.0,3.0,-1.02,32.921753595657464
5047,0,37.0,2.9,0.39,36.41346478420596
5048,1,38.0,2.6,0.11,39.50881179099064
5049,1,32.0,2.8,-0.85,32.921753595657464
5050,1,21.25,3.2,0.11,22.685237964276627
5051,0,30.0,2.9,0.18,29.843534062096946
5052,0,36.0,2.5,0.75,36.41346478420596
5053,0,38.0,2.8,0.25,38.59153295217082
5054,1,32.0,4.0,-0.31,32.921753595657464
5055,1,35.0,2.8,-0.59,35.17017203352973
5056,0,37.0,2.9,-0.24,36.41346478420596
5057,1,37.0,3.2,0.68,37.365151536881505
5058,0,42.0,3.5,2.37,43.19111506898679
5059,1,24.0,2.9,-0.31,24.76502944831482
5060,0,37.0,2.6,0.75,36.41346478420596
5061,0,34.0,2.9,-0.73,34.207678710157104
5062,1,27.0,3.3,0.39,26.764884964683947
5063,0,34.0,2.9,-0.03,34.207678710157104
5064,1,33.0,3.1,-1.16,32.921753595657464
5065,1,32.0,3.0,1.1,32.921753595657464
5066,0,24.25,3.1,0.47,23.563039570258294
5067,0,37.0,2.8,-0.52,36.41346478420596
5068,0,32.0,3.2,-0.11,32.017492169171646
5069,0,33.0,2.9,-0.38,32.017492169171646
5070,1,31.0,3.5,1.21,30.853478459995404
5071,0,27.75,3.3,0.33,27.650038935489906
5072,0,38.0,2.9,0.68,38.59153295217082
5073,0,33.0,3.2,0.82,32.017492169171646
5074,1,35.0,3.1,-0.03,35.17017203352973
5075,0,32.0,3.2,-2.28,32.017492169171646
5076,0,38.0,2.7,-0.45,38.59153295217082
5077,1,37.5,2.8,-0.87,39.50881179099064
5078,0,27.5,2.6,-0.03,27.650038935489906
5079,0,40.0,2.5,1.38,40.721656787614336
5080,1,35.0,3.1,-0.38,35.17017203352973
5081,0,42.0,2.8,0.47,43.19111506898679
5082,0,28.0,2.1,-0.66,27.650038935489906
5083,0,33.0,3.3,0.11,32.017492169171646
5084,1,21.0,3.2,-1.09,20.582534916487617
5085,1,31.5,3.2,0.54,32.921753595657464
5086,1,21.0,2.8,-1.65,20.582534916487617
5087,1,33.0,3.3,-0.59,32.921753595657464
5088,0,30.0,3.2,0.54,29.843534062096946
5089,1,30.5,3.2,-0.52,30.853478459995404
5090,1,25.5,2.4,-0.8,26.764884964683947
5091,0,31.5,3.1,-1.02,32.017492169171646
5092,0,35.0,2.8,2.09,34.207678710157104
5093,0,34.0,2.9,-0.24,34.207678710157104
5094,1,32.0,3.0,-0.45,32.921753595657464
5095,1,32.0,3.0,0.39,32.921753595657464
5096,0,32.0,2.6,-0.59,32.017492169171646
5097,1,27.5,3.5,0.25,28.813945574957486
5098,0,32.0,2.7,-0.24,32.017492169171646
5099,1,29.0,2.5,0.55,28.813945574957486
5100,1,26.5,3.4,0.25,26.764884964683947
5101,0,37.0,2.3,-0.59,36.41346478420596
5102,1,36.0,2.6,1.38,37.365151536881505
5103,1,31.0,3.1,1.87,30.853478459995404
5104,0,38.0,2.8,-0.17,38.59153295217082
5105,1,33.0,2.7,1.59,32.921753595657464
5106,0,38.0,2.3,0.47,38.59153295217082
5107,0,27.0,3.4,-0.1,25.55400660018916
5108,0,37.0,2.6,-0.66,36.41346478420596
5109,0,38.0,2.8,1.45,38.59153295217082
5110,0,39.0,2.5,-0.31,38.59153295217082
5111,1,34.0,3.1,0.39,35.17017203352973
5112,0,37.0,3.0,1.59,36.41346478420596
5113,0,33.5,2.7,0.18,34.207678710157104
5114,1,35.5,1.9,-0.73,37.365151536881505
5115,0,34.0,3.0,0.04,34.207678710157104
5116,0,32.0,2.5,-0.56,32.017492169171646
5117,0,40.0,2.7,1.03,40.721656787614336
5118,1,34.0,2.9,-0.38,35.17017203352973
5119,0,31.0,2.6,1.73,29.843534062096946
5120,1,35.0,3.3,-0.03,35.17017203352973
5121,1,34.0,2.9,0.33,35.17017203352973
5122,1,30.5,3.1,-0.8,30.853478459995404
5123,0,34.0,3.2,1.17,34.207678710157104
5124,0,23.0,3.3,-0.1,21.551964612425838
5125,0,38.0,2.1,-1.3,38.59153295217082
5126,0,33.0,3.1,0.47,32.017492169171646
5127,1,24.25,2.7,1.57,24.76502944831482
5128,1,28.0,2.2,-0.66,28.813945574957486
5129,1,33.0,3.6,0.89,32.921753595657464
5130,1,39.0,2.6,0.33,39.50881179099064
5131,0,34.0,3.4,1.73,34.207678710157104
5132,1,36.0,3.6,1.1,37.365151536881505
5133,0,31.5,3.3,-0.38,32.017492169171646
5134,1,24.0,2.4,-1.02,24.76502944831482
5135,1,35.0,2.8,2.02,35.17017203352973
5136,1,37.0,2.4,1.66,37.365151536881505
5137,0,34.0,2.5,0.25,34.207678710157104
5138,1,36.0,2.4,0.04,37.365151536881505
5139,0,37.0,2.6,0.18,36.41346478420596
5140,1,35.0,3.3,1.52,35.17017203352973
5141,1,32.5,3.4,1.81,32.921753595657464
5142,0,33.0,3.3,0.33,32.017492169171646
5143,0,24.0,3.1,-0.66,23.563039570258294
5144,0,35.0,3.4,2.58,34.207678710157104
5145,0,34.0,3.1,-0.1,34.207678710157104
5146,1,30.0,3.1,-0.03,30.853478459995404
5147,0,35.0,3.0,0.39,34.207678710157104
5148,1,26.5,3.4,-0.52,26.764884964683947
5149,0,30.0,3.2,0.75,29.843534062096946
5150,0,34.0,2.3,-0.17,34.207678710157104
5151,1,37.0,2.4,-0.94,37.365151536881505
5152,0,30.0,3.5,0.11,29.843534062096946
5153,0,29.0,2.4,-0.87,27.650038935489906
5154,1,34.0,2.7,0.39,35.17017203352973
5155,1,31.5,3.0,-0.17,32.921753595657464
5156,1,37.0,3.7,0.96,37.365151536881505
5157,1,32.0,3.1,1.38,32.921753595657464
5158,0,37.0,2.9,-0.38,36.41346478420596
5159,0,30.0,2.8,-0.66,29.843534062096946
5160,0,34.5,2.5,0.75,34.207678710157104
5161,1,35.0,3.3,0.04,35.17017203352973
5162,0,32.0,2.5,0.61,32.017492169171646
5163,0,31.0,3.2,0.75,29.843534062096946
5164,1,34.0,2.9,-0.87,35.17017203352973
5165,0,26.0,2.3,-1.58,25.55400660018916
5166,1,34.0,3.3,-0.17,35.17017203352973
5167,0,31.0,2.4,0.89,29.843534062096946
5168,0,35.0,2.9,0.11,34.207678710157104
5169,0,36.0,3.0,0.33,36.41346478420596
5170,0,35.0,2.7,-1.58,34.207678710157104
5171,0,32.0,2.7,0.25,32.017492169171646
5172,0,34.0,2.1,-0.8,34.207678710157104
5173,0,33.0,3.0,0.47,32.017492169171646
5174,1,30.0,2.9,0.61,30.853478459995404
5175,0,36.0,2.9,-0.03,36.41346478420596
5176,1,30.0,3.5,1.17,30.853478459995404
5177,1,33.0,3.3,-0.59,32.921753595657464
5178,0,29.0,3.2,0.68,27.650038935489906
5179,1,33.0,3.2,0.04,32.921753595657464
5180,0,35.0,2.9,-0.66,34.207678710157104
5181,0,33.0,2.5,-1.23,32.017492169171646
5182,0,35.0,3.3,0.11,34.207678710157104
5183,1,32.0,2.9,1.1,32.921753595657464
5184,0,30.5,3.1,0.96,29.843534062096946
5185,1,32.0,3.3,-1.58,32.921753595657464
5186,0,38.0,2.6,1.75,38.59153295217082
