,race,LSAT,UGPA,ZFYA,uuid,fairScore
4609,0,35.0,3.3,2.16,244177819365984149369163628629795434398,33.44821967157165
4610,0,33.0,3.1,0.14,299579598385454505564552949388989048656,30.8928681643817
4611,0,35.0,3.1,-0.26,261753551997588809163760774332292255034,33.44821967157165
4612,0,31.0,3.2,-0.12,227173748026116617938219106011902325414,28.675076064364358
4613,0,32.0,3.4,-0.71,279311824712552718148987777826455117250,30.8928681643817
4614,0,40.0,2.6,-0.3,71714881827145608908923507374730001551,40.256554053108374
4615,0,41.0,3.1,0.86,140243179443517854614608140235045386119,40.256554053108374
4616,0,33.0,3.3,-0.19,229167633749594275004290062074410362818,30.8928681643817
4617,0,38.0,3.2,0.93,164387408851681951825422227683718876014,38.01995256899238
4618,0,35.0,3.4,0.39,204566254713233639659676057679460691560,33.44821967157165
4619,0,31.0,3.2,1.55,64709512498937944934182980115776670413,28.675076064364358
4620,0,39.0,2.6,0.43,125190407664681214637971990136423083500,38.01995256899238
4621,0,47.0,2.4,1.91,266171633948672638245045915460528102615,46.91586436682488
4622,0,42.0,2.4,-0.44,290637805550250890742352210394807882320,42.54048443290867
4623,0,38.0,3.6,0.71,159679917359645383123897166388028143113,38.01995256899238
4624,0,40.0,3.0,1.11,286459639411907768983170609552833058873,40.256554053108374
4625,0,41.0,2.8,-0.95,247684869660015317657600310828358331434,40.256554053108374
4626,0,36.0,3.6,-0.08,336289950571338608772346600693702634674,35.76900645844651
4627,0,30.0,4.0,0.71,191490361798374461482694085637929506924,28.675076064364358
4628,0,37.0,3.0,-1.21,65332274467520666833287918892109777928,35.76900645844651
4629,0,36.0,3.2,0.68,261928439023474882740510712126899602206,35.76900645844651
4630,0,36.0,2.7,1.01,85663391639369178940353337015892608314,35.76900645844651
4631,0,43.0,4.0,0.64,246776867531615748150545695674512722961,42.54048443290867
4632,0,39.0,3.1,1.01,10605528561346572649972076124829688414,38.01995256899238
4633,3,37.0,3.9,0.61,185552138433046119024802538733835468499,43.43898018437699
4634,0,28.0,3.5,0.35,48798183978650292263888658539381034032,26.536393857324377
4635,0,33.0,3.1,-0.66,170684156085533578232158328996358425124,30.8928681643817
4636,0,37.0,3.5,-0.05,284720693657157267497013523928780345128,35.76900645844651
4637,0,39.0,2.6,-1.06,164501449976886579256014178194372661338,38.01995256899238
4638,0,39.0,2.9,-0.29,291243158521275598509883716058650889431,38.01995256899238
4639,0,38.0,2.8,-0.81,125150039883310077571677165224314194143,38.01995256899238
4640,0,31.5,3.0,-0.88,250395754622936595138013459159954715720,30.8928681643817
4641,0,40.0,3.1,-0.16,28197076413210869925770852065185697183,40.256554053108374
4642,0,33.5,3.5,0.5,252654705796291364630845071978257009294,33.44821967157165
4643,0,38.0,3.5,1.4,106193518348067020984885155893621260387,38.01995256899238
4644,2,28.0,2.5,-0.59,4990962654743859111850400789961372643,28.64603402853676
4645,0,33.5,3.2,-0.08,37644268481530781374881858292735500824,33.44821967157165
4646,0,36.0,2.9,0.43,53443081411568174905947453077218226520,35.76900645844651
4647,0,38.0,2.3,0.14,59464943715277145387774595784400196491,38.01995256899238
4648,0,36.0,2.3,-0.47,769749841149075737104432146913423235,35.76900645844651
4649,0,38.0,3.7,0.68,99589104537390596355111645508612044924,38.01995256899238
4650,0,42.0,3.9,1.28,199649797716291782852675011096266901061,42.54048443290867
4651,0,37.0,2.7,1.89,309453165911249793385978288246564928506,35.76900645844651
4652,0,36.5,3.0,0.62,327105415126777579357480366281392250244,35.76900645844651
4653,0,41.0,2.9,0.14,97862452894998024142366360587382843278,40.256554053108374
4654,0,35.0,3.6,0.14,251113790224069509092485293321594440481,33.44821967157165
4655,0,39.0,2.4,-0.41,182705755498478668995542333846654239797,38.01995256899238
4656,0,42.0,2.4,0.32,211235973594381000639941804063128818739,42.54048443290867
4657,0,35.0,3.1,0.68,166390399451663855881540769071023772669,33.44821967157165
4658,0,41.0,2.4,1.46,130059108412203689953592299590824503183,40.256554053108374
4659,0,38.0,3.1,1.46,315896211033488178023293871915775701759,38.01995256899238
4660,0,33.0,3.9,-0.35,252301731875643212765337309308691042475,30.8928681643817
4661,0,38.0,3.1,0.44,222345013072051240686639826974264707163,38.01995256899238
4662,0,33.0,4.0,1.46,318303439604288798974067393245499971802,30.8928681643817
4663,0,38.0,3.0,-0.62,212479943228150749763375808346537799651,38.01995256899238
4664,0,38.0,3.8,1.69,55861940372728512400142200809212824170,38.01995256899238
4665,0,33.0,3.2,0.21,1494193894671365047061468524294566710,30.8928681643817
4666,0,33.0,3.0,1.37,48501793591533607575198865550741189539,30.8928681643817
4667,4,26.0,2.7,-0.84,52137531862283058881053370803185906787,29.63242229135584
4668,5,35.0,2.6,-0.48,84227495277553891831251558329355307996,38.76525966510449
4669,0,38.0,2.7,0.17,176600893645320478824252922990665091215,38.01995256899238
4670,0,34.5,3.1,-0.19,137565622767687297820665742420010051493,33.44821967157165
4671,0,39.0,2.4,-1.13,284626108783906270578724554990500970050,38.01995256899238
4672,0,38.0,3.0,-0.73,220918526044579533402270302879811108881,38.01995256899238
4673,0,39.0,3.2,1.3,27279669662669573579500164879975726911,38.01995256899238
4674,0,37.0,3.4,0.56,320339823250481964588651167792173112832,35.76900645844651
4675,3,27.0,2.5,-1.35,175833423956757953899210476863081642131,33.843857259243514
4676,0,31.5,3.3,-1.62,36868569469608065809533212534203997011,30.8928681643817
4677,0,25.5,2.1,-0.77,325661020638078868090298910762622941209,24.439714201369704
4678,0,33.0,3.2,-0.71,59650437560309912447736492245204930154,30.8928681643817
4679,0,36.0,3.8,0.44,153445120938620187008900012062806367869,35.76900645844651
4680,0,34.0,2.7,-1.92,328209369016156825492849830749357851267,33.44821967157165
4681,2,25.0,2.4,-1.41,161970243366826256107497424667854219941,24.14756300712004
4682,0,32.0,3.0,-0.53,40299070585468203430115750121995751491,30.8928681643817
4683,0,39.0,3.7,0.26,272829844814054778306944040087328535690,38.01995256899238
4684,0,34.0,2.6,0.26,160090761070072890397518490964230330249,33.44821967157165
4685,0,36.0,2.1,-1.44,198728485717560457342553875388476792903,35.76900645844651
4686,3,24.0,3.0,-1.62,42401783979801382485945669832200011331,31.828807122732
4687,0,34.0,2.9,-0.37,285155016797697465835345314007555973746,33.44821967157165
4688,0,27.5,3.4,0.82,169193726867061125303941251681813263834,26.536393857324377
4689,3,26.0,2.5,-1.24,112663355728109526251986557781377208799,33.843857259243514
4690,0,35.0,3.0,0.21,292920951093241896829665327993323740967,33.44821967157165
4691,0,38.0,3.5,0.71,143984995070264774379043498999605000437,38.01995256899238
4692,0,40.0,2.8,-0.59,243152242716830477511792674962010281645,40.256554053108374
4693,3,23.0,2.9,-0.81,64773035205874725063400592604867556880,29.723538788250025
4694,0,28.0,2.6,-1.49,51613406380055069764989633978278053371,26.536393857324377
4695,0,38.0,2.4,1.26,200890728129253050819346008303280255664,38.01995256899238
4696,0,35.0,2.9,-1.1,294945915365367648487402341996308636960,33.44821967157165
4697,0,34.0,3.5,-0.26,37625622489331595842602530756142198439,33.44821967157165
4698,0,36.0,3.4,-0.26,284948026745093901921113351414525335116,35.76900645844651
4699,0,32.0,3.0,-0.41,178670250729441320375338297637057839515,30.8928681643817
4700,0,36.0,3.3,0.06,299484240166476772780158885131647627000,35.76900645844651
4701,0,39.0,3.4,0.61,106263591655206225476602364640281387035,38.01995256899238
4702,0,39.0,3.7,0.74,323225713820338536294386802363185189477,38.01995256899238
4703,0,37.0,2.4,-0.05,290607782156650880252938426669796094176,35.76900645844651
4704,0,41.0,3.8,0.44,59260627725962108560199534573495803109,40.256554053108374
4705,0,31.0,2.7,-3.13,273852425162473853973112587252220135634,28.675076064364358
4706,0,35.0,2.4,0.1,111568663633556897283586574012962001713,33.44821967157165
4707,0,35.0,3.2,0.46,167217757933569902618335068300579777021,33.44821967157165
4708,0,37.0,3.4,0.71,196775243943898308604037498041245057348,35.76900645844651
4709,0,39.0,3.4,-0.23,63560876193069390690040390591220540139,38.01995256899238
4710,0,47.0,3.0,2.85,272837599068758820472791711443801203196,46.91586436682488
4711,0,33.5,3.2,-0.03,205337983572222187118046561766915903725,33.44821967157165
4712,0,34.0,3.1,0.53,6022664612471078134591632890710955074,33.44821967157165
4713,0,43.0,3.3,1.8,27497381475105752051181550844655750632,42.54048443290867
4714,0,24.0,2.6,-0.6,211212332101651149669835949424806137624,22.349462125824335
4715,0,41.0,2.9,0.35,167769716629266209786613440582459111975,40.256554053108374
4716,0,41.0,3.5,1.55,277659445535612905653061790331637158698,40.256554053108374
4717,0,29.0,3.9,0.1,148987148815796058607956336833637416546,26.536393857324377
4718,0,31.0,2.8,-1.31,318359090806238441681977718442195959831,28.675076064364358
4719,0,33.0,3.1,-0.59,153604674228924837231315221376223646859,30.8928681643817
4720,0,33.0,3.2,-0.05,78981515252063622166508099227815545677,30.8928681643817
4721,0,36.0,3.5,-0.41,285420952989931276137858471239404189752,35.76900645844651
4722,0,33.0,2.9,-0.23,231982798134933045829479798484802157017,30.8928681643817
4723,0,34.0,3.5,1.88,99914381680146154648343601470392889201,33.44821967157165
4724,0,34.0,3.6,0.9,127345048707173948935479757639773702089,33.44821967157165
4725,0,39.0,2.9,1.62,175278019980201969424477862387934634089,38.01995256899238
4726,0,37.0,3.6,0.46,125135787954280175274077242698861213863,35.76900645844651
4727,0,34.0,2.8,0.1,182336565891464725816135911993280530133,33.44821967157165
4728,0,45.0,3.0,0.24,333061473614110882871371342556645916482,44.90267533799491
4729,0,42.0,3.8,1.49,53686878351981943739022099093860855083,42.54048443290867
4730,0,35.0,3.5,0.7,10299846220912366499636115534841613532,33.44821967157165
4731,0,35.0,2.7,-1.85,27106836510718931536035981983648095104,33.44821967157165
4732,0,40.0,3.5,1.29,29681945675391799580316004144291825015,40.256554053108374
4733,0,41.0,3.8,-0.08,61996254026069478000107275117450733624,40.256554053108374
4734,0,31.0,3.5,0.59,101774225578943216954972728847766702162,28.675076064364358
4735,0,40.0,3.2,-0.78,133673694301181269629447453501263448224,40.256554053108374
4736,0,42.0,2.9,-0.27,328164973414587174625158832647283212162,42.54048443290867
4737,0,34.0,3.4,-0.92,20077258976908921814756176521336488128,33.44821967157165
4738,0,37.0,3.5,-1.3,180126648849497254958519313418952538346,35.76900645844651
4739,0,42.0,3.4,0.28,270614583434874977603771956780735300690,42.54048443290867
4740,3,28.0,2.5,-1.17,255840000160551000667548132426416362838,35.966785509708515
4741,0,35.0,3.2,-0.18,120690414157345041381141921163074642655,33.44821967157165
4742,0,34.0,3.5,-0.06,71148069509188949912358469968494547844,33.44821967157165
4743,0,36.0,3.3,-0.51,101198942711096142839995451473011348578,35.76900645844651
4744,0,39.0,3.2,-0.72,68217009871752660944640789748004639080,38.01995256899238
4745,0,37.0,3.0,-0.62,142109812922358051761436101704945751484,35.76900645844651
4746,0,38.0,3.1,-1.55,29845185021480039304248627262893688515,38.01995256899238
4747,0,46.0,3.9,1.98,217813792530410776884379157078044459350,46.91586436682488
4748,0,39.5,2.9,-1.22,292981089498123549857556886516932929274,40.256554053108374
4749,0,39.0,3.4,0.56,166177450576701290323750580993027255438,38.01995256899238
4750,0,39.0,3.4,0.02,212836338052399740856853182196112495929,38.01995256899238
4751,0,38.0,3.6,2.34,15314973431208335143671494093713245243,38.01995256899238
4752,0,38.0,3.7,-1.06,315577196434608112250173257400971647231,38.01995256899238
4753,0,35.0,3.6,-0.98,208086824575435642867311580518898562556,33.44821967157165
4754,0,44.0,3.7,1.07,78220018433642230586282915775522438691,44.90267533799491
4755,0,39.0,3.8,1.8,210402607694623790987782209937641820835,38.01995256899238
4756,0,37.0,3.4,0.63,246481063028176285459343638988205019126,35.76900645844651
4757,0,40.0,3.1,1.85,174971034058929838811944003534972070036,40.256554053108374
4758,0,33.5,3.4,-0.43,308532145932392201892506871832657339335,33.44821967157165
4759,0,40.0,3.4,1.11,167620123585962058913030978328609111066,40.256554053108374
4760,0,40.0,3.2,-0.19,55870555642203949483303840854421723549,40.256554053108374
4761,0,35.0,3.6,0.4,95867719500424904108416140624719198366,33.44821967157165
4762,0,41.0,3.2,-0.84,301599242349346249729314062979011788277,40.256554053108374
4763,0,36.0,3.0,-0.87,322373666289449633090449653929406742364,35.76900645844651
4764,0,39.0,3.1,-0.31,38279402145324567157725084347317890426,38.01995256899238
4765,0,34.0,3.7,0.02,286149402781457738375690974361195488068,33.44821967157165
4766,0,36.0,3.5,-0.72,27010579211336353344610544826051006993,35.76900645844651
4767,0,36.0,3.5,-0.5,289667387166860007542721924514784694880,35.76900645844651
4768,0,35.0,3.7,-0.64,102099107539466431428910373437615611071,33.44821967157165
4769,0,37.0,3.7,-0.39,5933211487455755021998501023823211730,35.76900645844651
4770,3,27.0,2.7,-0.48,50901800273245733674873985925072344065,33.843857259243514
4771,0,38.0,3.4,1.25,56224127307319929337949043131542107882,38.01995256899238
4772,0,40.0,3.6,0.98,57793613297681835949256062584309677383,40.256554053108374
4773,0,32.0,4.0,0.64,265293600227180614601661931288035566947,30.8928681643817
4774,0,35.0,3.9,1.07,60914128784540543176938147214537771466,33.44821967157165
4775,0,34.0,3.3,-0.07,226328370394264561836519640161501839617,33.44821967157165
4776,0,37.0,3.3,-0.73,197193570884787336962007472481039787070,35.76900645844651
4777,0,39.0,3.6,0.57,266219880548246355574781734297984975049,38.01995256899238
4778,0,40.0,3.6,1.57,295640263858858470797501174154761829454,40.256554053108374
4779,0,42.0,3.1,1.4,101149349602718780925976766276059812568,42.54048443290867
4780,0,36.0,3.5,-0.53,8816331867954376260961208972649623061,35.76900645844651
4781,0,35.0,3.9,1.37,146688864194764575425736942729311180163,33.44821967157165
4782,0,40.0,3.6,1.39,27276235164902231073004517361989821684,40.256554053108374
4783,0,47.0,3.1,-0.04,221133503685611461020076333998024127463,46.91586436682488
4784,0,36.0,3.8,1.23,130153177453976628078450516843282947947,35.76900645844651
4785,0,43.0,4.0,2.32,46952991879889437841213137272731962749,42.54048443290867
4786,0,36.0,3.4,0.36,215408371584281625904681378240329515038,35.76900645844651
4787,0,36.5,3.5,0.45,177256199072209053376057403627441855490,35.76900645844651
4788,0,40.0,3.0,-0.57,231598375810101731551364465544177776626,40.256554053108374
4789,0,42.0,3.3,0.72,143025314761995799877318307299545237354,42.54048443290867
4790,0,35.0,2.9,1.44,23003514785878071978400460591867110445,33.44821967157165
4791,0,42.0,3.5,1.07,175531846694633701425995040804747210702,42.54048443290867
4792,0,39.0,3.2,-0.04,127182231817009766735221116453702367477,38.01995256899238
4793,0,43.0,3.1,1.11,81135268255326568613958565003165037724,42.54048443290867
4794,0,39.0,3.8,0.65,303928041783947971476207918504017671562,38.01995256899238
4795,0,34.0,4.0,0.48,56793589884745609178841535731591975502,33.44821967157165
4796,3,27.0,2.5,-1.7,84846253809534339745650375722365143088,33.843857259243514
4797,0,35.0,3.5,-1.13,293784282522099863666317294419376903341,33.44821967157165
4798,3,36.0,2.9,-0.9,152177618836710432831709118861063218029,43.43898018437699
4799,0,40.0,3.0,-0.28,160325188311535327898003307171400766297,40.256554053108374
4800,0,31.5,3.5,-0.13,274620509769951629955017327490260769094,30.8928681643817
4801,0,36.0,3.5,0.86,234480560122682188415446846404100148201,35.76900645844651
4802,0,35.0,3.6,-0.77,84245427561421432172528916760744766223,33.44821967157165
4803,0,33.0,3.5,-1.72,269991051409618604484121957062695873219,30.8928681643817
4804,0,37.5,3.1,-0.01,313534632323881078891856168958349457661,38.01995256899238
4805,0,38.0,3.1,-0.55,240141838190511426112138282322512211888,38.01995256899238
4806,0,43.0,2.7,0.57,133719695282105576797651016640408442275,42.54048443290867
4807,0,37.0,2.3,-0.14,22982241780785948421369605676255488743,35.76900645844651
4808,0,39.0,3.2,-0.59,132656351125202202066989204966278723756,38.01995256899238
4809,0,36.0,3.5,-0.11,266229814080533411725428848734237174754,35.76900645844651
4810,3,32.0,3.0,-1.81,265981908459849088266666189845423311595,40.211269609453346
4811,0,35.0,3.9,1.09,56017533288294794062790303290753375801,33.44821967157165
4812,0,33.0,3.2,-0.93,337781342103771190374014029538204487419,30.8928681643817
4813,0,38.0,3.9,-0.24,6051596920149526831590499801284381305,38.01995256899238
4814,0,39.0,3.2,0.27,274680277943911086256311872205806968479,38.01995256899238
4815,2,47.0,2.8,0.34,325193031288360899697055540582019346428,47.210321917807825
4816,0,32.0,4.0,-0.68,188572643860687316740711325972799769257,30.8928681643817
4817,0,39.0,3.5,1.2,246737188047161117086097381299008899909,38.01995256899238
4818,0,34.0,3.7,0.01,198338549688487591709405946107037262759,33.44821967157165
4819,0,46.0,2.7,1.94,234850053406632190159023659257521676002,46.91586436682488
4820,0,37.0,3.2,-0.38,200572783880786833782213926413863378215,35.76900645844651
4821,0,39.0,3.0,0.24,148170152904011869431345801553075612521,38.01995256899238
4822,0,40.0,3.1,-1.5,223947318733749794483708900277016412270,40.256554053108374
4823,0,39.0,3.8,0.89,153998529050053233381083662993917919813,38.01995256899238
4824,0,35.0,3.5,1.63,173325641294053193498579219298129334354,33.44821967157165
4825,0,43.0,3.5,-0.05,227518892069973982041981672203210596706,42.54048443290867
4826,0,34.5,3.3,-0.03,251363444393304196159270433508860746260,33.44821967157165
4827,0,31.0,3.3,-0.16,49480605411554450442693365313587511198,28.675076064364358
4828,0,40.0,2.9,-0.89,133500002931121718441879775772725250399,40.256554053108374
4829,0,41.0,4.0,2.08,57071658493939735714992251221326135703,40.256554053108374
4830,0,40.0,3.4,-1.0,19909139822521552145707747917625563713,40.256554053108374
4831,0,34.0,3.9,-0.03,26466121389601415656759833441588690647,33.44821967157165
4832,0,39.0,3.4,-1.02,123309405765330944989244950488061337593,38.01995256899238
4833,0,34.0,3.5,0.34,171889033655399382942015232733810523624,33.44821967157165
4834,0,45.0,2.6,-0.17,31157964841353216943813388611981142329,44.90267533799491
4835,0,40.0,4.0,1.65,47169362569849882991250842712698634062,40.256554053108374
4836,0,34.0,3.6,0.07,25597564838218305104978957013357862046,33.44821967157165
4837,0,35.0,4.0,-0.34,135867054016825839184587935893497489262,33.44821967157165
4838,0,35.0,3.9,-0.29,159528965709046825989806323237006049052,33.44821967157165
4839,0,42.0,2.9,-0.31,59585598169936101141512171336674822975,42.54048443290867
4840,0,35.0,2.4,-0.92,225572568563496976230935650837466759648,33.44821967157165
4841,0,33.0,3.0,0.17,53349293528054368178328378022483997356,30.8928681643817
4842,0,34.0,2.8,0.34,38716573296796485374633690323531037846,33.44821967157165
4843,0,37.0,2.8,1.34,230695873677736881653959562117300342429,35.76900645844651
4844,0,30.0,3.1,-0.7,335166914870780032518200515404888376679,28.675076064364358
4845,0,36.0,3.4,1.34,164227049871165456341007917421898926938,35.76900645844651
4846,5,34.0,2.5,-0.16,148898421052792204379051697896799903938,38.76525966510449
4847,0,37.0,2.4,0.46,257176132228544979425770229629404309171,35.76900645844651
4848,0,35.0,2.8,0.24,33458711175427926442968212332169032372,33.44821967157165
4849,2,30.0,2.8,-0.61,320545305937001143583090632730341134493,31.119574770919996
4850,2,33.0,2.6,0.9,203954528272938740044293838757535511588,33.33853856105856
4851,6,27.0,3.0,0.05,189136011542579339139818382772804432878,28.63206651951476
4852,2,34.0,2.9,0.33,145947419590676154824143075312313968457,35.19745380258035
4853,0,29.5,3.1,-0.3,154317681214670880694885567634054485789,28.675076064364358
4854,0,43.0,2.0,0.8,247538596904726067663145804888807088252,42.54048443290867
4855,0,31.5,3.0,0.9,78010722115839694559451182894952612999,30.8928681643817
4856,0,36.0,2.9,1.12,275225760537735892358328002854071616748,35.76900645844651
4857,0,35.0,2.9,0.71,289590836605160341658213472941056177944,33.44821967157165
4858,0,33.0,3.9,1.12,135324077260676079236789349387541963374,30.8928681643817
4859,0,30.0,3.2,-0.33,216416813796721111215973438858317936602,28.675076064364358
4860,0,35.0,2.8,-0.72,51720025929572567963470024548158258283,33.44821967157165
4861,4,39.0,2.9,1.2,191113200841993867713717807026746116517,41.23918142201012
4862,0,34.0,2.7,-0.56,198759503866198873531274202222192918413,33.44821967157165
4863,0,37.0,3.0,1.88,71729798147004551326914317356528966190,35.76900645844651
4864,0,37.0,2.5,1.17,258557027099760051239343267267084177101,35.76900645844651
4865,0,33.0,2.5,0.33,212463916057734966575036780632777637254,30.8928681643817
4866,2,33.0,2.6,-0.21,74610893197878009436195373041407114803,33.33853856105856
4867,0,33.0,2.9,-0.4,172353798425937774453837587571748656023,30.8928681643817
4868,0,42.0,2.3,-0.57,21789050744895008331130490926864200758,42.54048443290867
4869,0,33.0,2.9,0.02,205571774205856736788204114936866715352,30.8928681643817
4870,0,35.0,2.7,-0.02,259442904355095302408100949597400210398,33.44821967157165
4871,0,24.5,3.8,0.5,140681770194448647664710179868002261917,22.349462125824335
4872,0,42.0,3.0,1.19,177880329090557243687320932895858001223,42.54048443290867
4873,0,27.0,3.3,-0.29,247436981999580247913937641878209991607,24.439714201369704
4874,0,34.0,2.4,0.34,216888705728947629166627406307749373076,33.44821967157165
4875,5,37.0,3.2,0.04,26505505448124525646711662056936439468,40.62719350464246
4876,3,27.0,2.8,-0.28,305823615793583637607896979904824719088,33.843857259243514
4877,0,32.25,2.8,-0.28,104629521757194258869357471306778653447,30.8928681643817
4878,0,42.0,2.7,0.77,226368625016188359828765406116304912664,42.54048443290867
4879,7,37.0,2.6,0.11,124880646864885419006510920334677880293,40.037028219061625
4880,0,35.0,2.8,1.34,327475575831975914373062340460292398240,33.44821967157165
4881,0,34.0,2.5,0.51,290427083102281473267945713288514788186,33.44821967157165
4882,0,35.0,2.7,-0.02,239228745815575471876691580613501496459,33.44821967157165
4883,0,40.0,2.6,0.05,316727727411082134118128727027251344625,40.256554053108374
4884,0,35.0,2.1,0.11,149012346844006225675426286712913284066,33.44821967157165
4885,0,35.0,2.8,1.12,103154007097149277340064496080883216089,33.44821967157165
4886,0,35.0,2.5,-0.22,325611880898835568215222243058769854717,33.44821967157165
4887,2,36.0,2.4,-1.15,144873937063960081808724732244669905368,37.0
4888,0,30.0,2.8,1.57,260805939558274303089730765800262417662,28.675076064364358
4889,6,32.0,3.2,1.04,626539581545243452239564387794701878,33.88008641672728
4890,0,43.0,2.4,0.35,200045670739568143168865188277905617287,42.54048443290867
4891,0,35.0,3.0,-0.78,170458042070187311481682093384327811690,33.44821967157165
4892,0,36.0,3.6,0.75,107333297002925877889801418447441864350,35.76900645844651
4893,0,35.0,2.9,0.87,128866647661947946878055797628428573725,33.44821967157165
4894,3,37.0,2.3,2.6,73194553456528111662039025547008969340,43.43898018437699
4895,0,38.0,3.0,-0.51,235923116846059806582171639059660045717,38.01995256899238
4896,0,37.0,3.3,0.03,105100414563204066730592887697338244262,35.76900645844651
4897,5,29.0,2.9,0.68,22510064481999234267892676669761890540,32.080837719649644
4898,0,39.0,3.5,1.44,6253174450410234108627400116504115145,38.01995256899238
4899,4,22.5,2.9,-0.45,165611920704233433639418965572611186744,25.68669307302773
4900,0,32.0,3.2,-0.81,275610067467676951510365775340077825062,30.8928681643817
4901,0,33.0,3.1,0.67,78379998117188706175570808665255682872,30.8928681643817
4902,7,26.0,2.6,-0.01,63642741574656365554551001452884464525,30.603397544590614
4903,0,25.5,3.1,1.49,5683688961941025625563121151444057266,24.439714201369704
4904,2,31.0,2.7,0.07,190439606266217572841160478648429763197,31.119574770919996
4905,5,29.0,2.9,-0.45,310749807955397307307272015689073826398,32.080837719649644
4906,4,26.5,3.3,-0.32,125322021547136730522223605598042830038,29.63242229135584
4907,0,39.0,3.6,1.63,49426055551203233826089991907582958885,38.01995256899238
4908,2,35.0,2.5,0.58,149165294074226623539634059712249310354,35.19745380258035
4909,0,39.0,3.1,0.97,304745873404937106572722686626002090585,38.01995256899238
4910,0,34.0,2.9,0.37,257671497610497453020462583995958239125,33.44821967157165
4911,6,31.0,3.1,0.9,319814747369999890760130688741795659643,31.746043594396564
4912,3,28.5,2.1,-0.58,269249998682125315090370265152576288431,35.966785509708515
4913,0,34.0,3.5,1.75,2447281171716899672446468164525016044,33.44821967157165
4914,6,26.0,3.2,-0.83,316618042266440012964047549826640141015,28.63206651951476
4915,0,29.0,3.5,-0.95,316392389761760459907029841821970777607,26.536393857324377
4916,0,33.0,2.9,-0.5,233849293392058063505845578830302790057,30.8928681643817
4917,0,39.0,2.7,0.61,48473456259128437318169851580555516099,38.01995256899238
4918,0,37.0,2.8,1.51,271517740465486729667844601662154361088,35.76900645844651
4919,2,39.0,2.2,1.82,239118900871044512486636842532087019057,38.988032233473085
4920,0,34.0,2.6,-0.7,209140502226461533586780590139267761403,33.44821967157165
4921,0,32.5,2.9,-0.36,226334422545371607921903962650930574922,30.8928681643817
4922,0,34.0,3.1,-0.43,205180712983208368398530575691198732780,33.44821967157165
4923,0,33.0,2.8,-0.71,185358180575913998319290787131713410517,30.8928681643817
4924,0,34.0,3.0,0.74,193167458617448003919632160594983647420,33.44821967157165
4925,0,33.0,2.7,1.88,57084802392327848884838930085538548315,30.8928681643817
4926,0,34.0,3.1,0.8,50430210244011316399682090904989422370,33.44821967157165
4927,2,36.0,3.1,-0.35,331579307983503312940886420122093766061,37.0
4928,0,28.0,3.4,0.06,16082001808971898596745130884845844289,26.536393857324377
4929,0,40.0,2.2,1.91,315814348778489245763784445269331262288,40.256554053108374
4930,5,22.75,2.9,-0.74,330463099505454853218033317383672015628,25.839260775229107
4931,0,38.0,2.9,1.68,26279077033601020097511072433479901587,38.01995256899238
4932,0,37.0,2.5,0.1,303684968932268818694969009196575959593,35.76900645844651
4933,0,31.0,3.5,-0.01,222776485819065219394347372302578907056,28.675076064364358
4934,0,35.0,2.8,-0.02,67639310723200190289782685993141164496,33.44821967157165
4935,2,37.0,2.3,-0.08,186703674269908977462445102113188614783,37.0
4936,0,33.0,2.8,0.75,130919944612267971864333990205525694513,30.8928681643817
4937,4,39.0,2.8,1.69,301871176127005487740101413058140899868,41.23918142201012
4938,0,33.0,2.8,2.79,331034455854276109866846637706088347679,30.8928681643817
4939,0,33.0,3.1,-0.78,70348675737197455194930182680194793092,30.8928681643817
4940,6,26.5,3.0,0.26,333555876112835727126045027106372709722,28.63206651951476
4941,0,35.0,3.0,-0.23,267975583195527535474482061453367547727,33.44821967157165
4942,0,37.0,2.5,0.92,225709182149342805415511346876746053799,35.76900645844651
4943,0,31.0,3.1,0.31,241838086501753207354754399896503081219,28.675076064364358
4944,0,35.0,2.9,-0.07,249959919861399657161247778206158986634,33.44821967157165
4945,0,41.0,2.3,0.01,90328385155324707190151241567790900015,40.256554053108374
4946,2,38.25,2.5,1.24,33684043963648985618741420318316490267,38.988032233473085
4947,0,32.25,2.7,0.71,334452421118624873586825666168283219100,30.8928681643817
4948,2,33.5,2.6,-0.22,130848143359705120706441546356041037776,35.19745380258035
4949,0,28.0,2.8,-0.49,102738457065057632280113511157718446410,26.536393857324377
4950,0,35.0,2.7,-1.03,198391136366790803087769152035574955878,33.44821967157165
4951,0,32.0,2.4,-1.04,289798721855766324846583980540700780893,30.8928681643817
4952,6,35.0,3.7,0.99,142520331950997871190741907246790769400,35.52285528409633
4953,0,31.0,3.1,-0.19,291016236654920833517121989424651160038,28.675076064364358
4954,2,33.0,2.8,0.31,177618728856579180908226090727004432502,33.33853856105856
4955,2,38.0,2.6,-0.1,307448011905380614589307096372831203915,38.988032233473085
4956,0,34.0,2.6,0.71,295368276505042735815119836265818486035,33.44821967157165
4957,0,30.5,3.0,1.31,198269383910198316755873687088132330856,28.675076064364358
4958,5,35.0,2.8,-0.37,181656304657875983792498174571414509300,38.76525966510449
4959,0,37.0,2.2,-0.47,150216369951562008824459458584415569447,35.76900645844651
4960,0,37.0,2.7,1.88,88237107578113482382158115191775695359,35.76900645844651
4961,0,31.0,2.8,-0.98,154203726413156513487355150555319485829,28.675076064364358
4962,2,31.5,3.3,1.11,220027857214616141213831220056428523914,33.33853856105856
