,sex,LSAT,UGPA,ZFYA,uuid,fairScore
3940,1,41.0,3.7,0.53,515ea9a6-d366-4d52-af05-322aae466c1d,41.22630579874763
3941,0,32.0,2.4,-1.17,27d3dd48-de6c-4e7f-a5f7-56b0c6d13d31,32.630521057083385
3942,1,36.0,3.4,-0.47,c25af806-42fc-4f43-a1ad-512cf098aa7e,36.875775344863534
3943,1,27.0,3.2,-0.39,8e9e9725-22bb-4aee-85e9-557a22ee9cef,26.60000473261776
3944,0,42.0,3.4,-0.5,ef05ae3a-3d33-4347-aa00-1485ea3a0498,43.32010792650486
3945,1,39.0,3.5,0.31,7f369bdd-221a-4e6b-8acd-c7741eb98ed3,39.08247249381067
3946,0,37.0,2.9,0.6,5f317aaa-ee60-4304-8927-cd1d20c350be,36.820769911407766
3947,1,35.0,3.3,-0.32,dd0ce417-fa72-4c9a-b624-7e5c770ffe4e,34.761764722637
3948,0,34.0,3.5,1.26,477cb63a-5acb-4cb2-89d0-60d8f8bb35fd,34.6927049560748
3949,0,36.0,3.3,0.27,6de277c5-8795-4d5b-bc0f-258346c66634,36.820769911407766
3950,0,33.0,3.5,1.48,7eb3516c-4d41-48da-b7db-78f10cbeada1,32.630521057083385
3951,0,39.0,3.0,-0.65,ac1ae75a-b4ce-46c8-88c0-014edb950e64,38.947657559761005
3952,1,33.0,3.5,-0.54,b922dc25-6a0e-4c7b-8f87-b16af34faa49,32.718512381198344
3953,0,39.0,3.0,-0.14,b4044b71-e6bd-4d7a-bfbc-03e1f4d76b09,38.947657559761005
3954,1,40.0,2.5,-0.73,f821bedb-0fe2-4077-aebd-1dee8ae2b434,41.22630579874763
3955,0,31.0,3.3,0.37,65186306-abb5-467f-b1a2-3e34ca517fc3,30.557155297466167
3956,0,32.5,3.3,-0.11,20abc2c7-099b-4ab3-a25b-3a400e4d8095,32.630521057083385
3957,0,31.0,3.6,-0.75,f413dedd-8d4e-4ca1-aed4-a91b461c54c4,30.557155297466167
3958,1,34.0,3.2,-0.25,a68698d7-3410-4b32-a818-44487d4ffa7c,34.761764722637
3959,1,36.0,3.0,-0.54,2f3ed8c8-0d8b-45e9-9942-66391661dde1,36.875775344863534
3960,1,31.0,3.6,0.62,481789a7-0c29-4080-9a15-56232a306005,30.671193910989064
3961,1,29.0,3.0,-0.32,a1379afd-5832-40f4-91c9-0eb1b63b4c45,28.639243618627056
3962,0,40.0,3.0,0.75,45e52ae6-ce80-487b-bcb6-9796f1a9c797,41.128086880515056
3963,0,30.0,2.9,1.45,be8502a7-7d77-4418-bdea-d45f70cce64e,30.557155297466167
3964,0,29.0,2.9,-0.98,395eb4fd-b5bc-4c68-8462-cfeb8ea7a296,28.529235516974047
3965,1,37.0,3.4,0.12,9afbb9ce-663c-4529-9d33-e113242d37e1,36.875775344863534
3966,0,36.0,3.2,0.31,afa39c6e-fd77-4fa5-a5b0-d04b58106037,36.820769911407766
3967,0,40.0,2.8,-0.98,a91159f7-fe46-437e-ad74-c7da34ea95bd,41.128086880515056
3968,0,37.0,3.0,-0.8,dc9562d5-9f35-40a7-a43a-a31a5f99545a,36.820769911407766
3969,1,35.0,3.3,0.27,33f720b9-f6db-4308-a4b2-cfc3b48a00c6,34.761764722637
3970,0,34.0,3.1,-0.1,b8ed0cd2-5bfe-41e1-b7fb-b7f7667081a7,34.6927049560748
3971,0,40.0,2.9,-0.32,c496325e-5bcb-40b5-9980-3fefbb3e60aa,41.128086880515056
3972,0,34.0,3.1,-0.54,fb738fc8-7f5f-4fab-91f2-764989fa958a,34.6927049560748
3973,1,36.5,3.4,-0.8,145b8f31-27bc-4740-af76-ac77fa2edb34,36.875775344863534
3974,0,33.0,3.3,2.15,2acc7325-d2d7-4e23-b9b4-10214617bca0,32.630521057083385
3975,0,40.0,3.7,1.48,07e9d547-235d-4a4a-804d-1c104e45682c,41.128086880515056
3976,0,37.0,3.2,0.05,0e2c7f00-7e30-44ac-884a-602db6511348,36.820769911407766
3977,0,41.0,3.1,1.11,b7ef658d-00e0-4766-89ab-2675f229a54c,41.128086880515056
3978,0,35.0,3.4,1.08,64370a54-78fd-4208-acdd-58f1c562c176,34.6927049560748
3979,1,41.0,3.2,1.11,ede6a3ce-cc29-4219-b4f9-0c45aa81155e,41.22630579874763
3980,0,35.0,3.4,0.6,6562454f-0c9b-4604-85b8-07801ce840b0,34.6927049560748
3981,1,34.0,3.5,0.48,0718c49d-618f-4817-b58d-5350983029e4,34.761764722637
3982,1,40.0,3.4,0.49,6938f02c-427b-494c-afa0-4dad1044c294,41.22630579874763
3983,1,34.0,3.1,-0.54,0f579661-3bfe-4519-98d1-e71ec6a85aee,34.761764722637
3984,1,36.0,3.4,-0.14,43ba4bd3-78d3-45b4-ae25-afeeabc8b32a,36.875775344863534
3985,0,38.0,3.0,-0.47,dc6930cd-e6a7-4bcb-9f18-65aafbdb91f9,38.947657559761005
3986,1,38.0,3.1,0.27,9eaa0e49-467c-4938-b8ed-929cbd6aaa1e,39.08247249381067
3987,0,34.0,3.8,-0.69,c390433c-efb3-4e10-8a29-6a46aa7cec43,34.6927049560748
3988,1,32.0,3.4,0.2,2bc06c8c-a560-446e-a6a5-6940fb1c5db3,32.718512381198344
3989,0,48.0,2.8,0.2,aff34c09-b2ca-4792-8329-d51fce282325,49.0
3990,0,41.0,2.9,0.45,8ea648d6-2871-4af6-a270-649bc57a4a92,41.128086880515056
3991,1,33.0,3.5,1.52,a4065986-5f9e-49d5-b289-527a0ce6ebfb,32.718512381198344
3992,1,34.0,3.6,0.6,95306572-fae5-482a-95db-c50f93158399,34.761764722637
3993,0,37.0,3.2,0.49,7bad601b-eed1-40c9-b464-a24c9d8d2d19,36.820769911407766
3994,0,42.0,3.3,0.05,d845a4c6-03c0-4b0f-9807-e8ecc3ffac9f,43.32010792650486
3995,1,38.0,3.1,0.6,fd933044-e4e8-4431-a95d-f4cdd5e29eb8,39.08247249381067
3996,0,33.0,3.5,-1.43,842202df-3c6d-4976-9b37-cd151d55d2a5,32.630521057083385
3997,0,42.0,2.6,0.7,6cf36da6-30a1-4260-8d55-7f5e1e195621,43.32010792650486
3998,0,40.0,3.4,0.38,6a13b915-8b59-4fd7-b820-3fb085ddb281,41.128086880515056
3999,0,39.0,3.1,-0.91,5ee48596-4c39-4883-a304-d3601456c4fc,38.947657559761005
4000,1,33.0,3.8,0.56,ccc86595-560e-4836-8f3d-b23e25473fcf,32.718512381198344
4001,1,39.0,3.4,-0.65,2e1b0708-ea8d-4129-be7c-2e2b8e0a142e,39.08247249381067
4002,1,35.0,3.3,-0.69,255488ae-d18b-4ea8-8569-01d866dfd05d,34.761764722637
4003,0,36.0,3.2,-0.36,61b5a4de-ebfb-4cc0-8d37-48f82a56c538,36.820769911407766
4004,0,38.0,3.5,0.78,9e84bafe-a27d-4e53-85b1-b5b592e640e9,38.947657559761005
4005,0,32.0,3.2,0.75,7a9622a2-9f79-40d2-8e9f-8061dbb2dcd1,32.630521057083385
4006,0,36.0,3.4,0.05,e902a54f-ba12-4412-94fd-14f1be2e29eb,36.820769911407766
4007,1,32.0,3.7,-0.43,664c58dc-0201-4190-8f2f-91d1c1308d8a,32.718512381198344
4008,1,36.5,2.2,-0.27,4b69540f-4433-48c7-8155-2eb3b306ba0b,36.875775344863534
4009,1,41.0,2.4,-0.27,1605c1ad-de26-4393-b8e2-a3d17d8e1cf4,41.22630579874763
4010,1,36.0,3.5,1.44,f8c9463d-ae38-4ec7-abad-b2000dcdbf60,36.875775344863534
4011,0,37.0,3.4,0.37,be7604e5-6fb0-4d5f-9118-b277e8b51010,36.820769911407766
4012,0,37.0,2.8,0.16,4871fe13-fc71-41d3-9dc5-1b98d69b9885,36.820769911407766
4013,1,30.0,3.2,0.75,a2737cbf-b8e6-440e-856a-6d697e9bb716,30.671193910989064
4014,1,32.0,3.3,0.1,f2799e97-9b49-4ff7-8b12-54bc17e1dfc7,32.718512381198344
4015,0,38.0,2.7,0.21,3a003cc6-2aee-48e8-b689-b48be77d7c56,38.947657559761005
4016,0,35.0,3.0,-0.11,b78d9429-7252-4d87-86c4-13adc8828ce8,34.6927049560748
4017,0,37.0,3.1,-0.43,61627ffd-f742-4742-9080-42f887eadfd4,36.820769911407766
4018,1,28.0,2.7,-0.43,6a615116-6600-4647-90ee-305baa2ed899,28.639243618627056
4019,1,34.0,3.2,-0.16,994f4b73-102f-4ea7-9494-6fde757b649b,34.761764722637
4020,0,34.0,3.3,-0.86,7d484064-ca52-44df-9165-83ec95d2744a,34.6927049560748
4021,1,28.0,3.6,-0.38,ac16fd6d-1458-40ed-98e4-1b7f5b3df24d,28.639243618627056
4022,0,45.0,3.4,1.41,6b02db18-01d5-4d92-aff1-f827496c43b2,45.29719076794274
4023,0,34.0,3.4,-1.39,a5dc5f7a-b93d-48fa-8d96-efe8857b464b,34.6927049560748
4024,0,42.0,3.2,0.31,e98e7e4a-14e3-473b-bc31-d5cbc14cddc2,43.32010792650486
4025,0,39.0,2.8,-0.1,6e8155dd-8c1a-4d0e-a84b-31c666e30a14,38.947657559761005
4026,1,44.0,4.0,2.85,fbc38ff4-8814-48c8-a997-e605b5f5ff79,45.39589972179137
4027,1,37.0,2.8,0.8,9a339eb3-fb88-4d99-8d0a-4622f52d83dc,36.875775344863534
4028,0,41.0,3.5,0.64,fddc760f-b9c9-4902-901d-ec764cbce510,41.128086880515056
4029,0,43.0,3.1,0.82,58c9500d-6c02-438c-bb45-9c6f1dc44595,43.32010792650486
4030,1,35.0,3.6,0.12,2f875da3-1f20-49f0-83c1-d77a10dccbc2,34.761764722637
4031,1,40.0,3.3,1.11,48803ddd-d26b-410c-b95e-325a75d187fa,41.22630579874763
4032,0,38.0,3.0,0.45,b224fa94-20cc-4138-839e-e6696bc56baa,38.947657559761005
4033,0,32.0,2.4,-0.61,0603a570-032b-4e7c-af98-32a9980a2a4c,32.630521057083385
4034,1,42.0,3.9,2.18,6688b612-3ea8-480a-ae30-85c26f8ad145,43.42322543186827
4035,0,33.0,3.4,-0.8,93b7b160-5f2c-40de-a0c8-f9e76cbab0b8,32.630521057083385
4036,0,34.0,3.6,1.0,0537a0f0-5637-4dd6-be85-ecce94adaa37,34.6927049560748
4037,0,46.0,3.5,0.9,6bfbb06d-8e69-4cdc-8b13-5bb876c76420,47.12617940160728
4038,0,32.5,3.7,0.23,12106259-d20a-4fca-8187-f1550b2bdd6a,32.630521057083385
4039,0,40.0,2.5,0.12,30d936bb-2a1c-4634-80ac-316c0d900145,41.128086880515056
4040,0,38.0,3.2,0.45,c7cc17d5-8479-4b14-a476-b5cf50689e56,38.947657559761005
4041,0,32.0,3.5,1.04,5391219e-1d9d-403c-9400-66ef7fbb56de,32.630521057083385
4042,1,38.5,3.8,0.86,7923ec3e-dc36-4505-8795-9542f5f982a0,39.08247249381067
4043,0,36.5,3.4,0.16,dd7fd268-9810-465b-a738-76cacb95943a,36.820769911407766
4044,1,37.0,3.2,0.64,09e1bdec-de16-444c-b7e7-259a3f8afdf9,36.875775344863534
4045,0,42.0,3.2,0.49,ee0bc8dd-4ea9-4d68-a0c0-778211dd8e74,43.32010792650486
4046,0,47.0,3.0,-0.43,f74db73f-d18e-49b1-89e1-e54a6213524b,47.12617940160728
4047,1,35.0,3.4,0.12,e1e8d8fa-f941-454c-bf0f-89635a5b047a,34.761764722637
4048,1,48.0,3.4,2.4,9e44b5ac-47d3-464c-967c-9ac0ca5b6cda,49.0
4049,0,42.0,3.0,1.74,ea3e1e9e-ddef-401a-b8c9-e02e1e2a3fb3,43.32010792650486
4050,0,38.0,3.1,0.01,ea814eab-f92b-4a9d-ba43-09289bc1e8f0,38.947657559761005
4051,0,35.0,3.0,-1.24,8624922b-3d55-4ac4-a8e3-940b206518fc,34.6927049560748
4052,0,38.0,3.1,-0.47,01728c43-c52f-4438-9df1-184deb208dcf,38.947657559761005
4053,0,34.0,3.1,1.15,db459684-d765-4a0f-8faf-f59df16cff79,34.6927049560748
4054,0,38.0,3.0,-1.68,68370b3c-72db-42bc-8d8b-75ef8156bc61,38.947657559761005
4055,0,42.0,2.9,-1.17,04b14d51-1d40-4859-83d5-43bc76e14c1a,43.32010792650486
4056,0,32.0,2.5,-1.87,03f3829d-ccdd-466a-ba19-740cd5d20b12,32.630521057083385
4057,0,37.0,3.2,0.2,3eda0401-1028-4c58-9317-24879dc2d019,36.820769911407766
4058,0,32.0,3.4,-0.28,c3b65d1c-1326-4bad-ad1a-ca8502e07249,32.630521057083385
4059,1,39.0,3.9,0.93,3ced0f72-1c5f-4f7b-8a9a-1a526bd70287,39.08247249381067
4060,1,37.0,3.2,0.12,88a3945a-62e8-4945-9f4c-b88678ea66f2,36.875775344863534
4061,1,45.0,3.2,1.15,61e09c3b-e6a2-453b-ab75-45863b2b40fe,45.39589972179137
4062,1,35.0,3.3,-0.5,3b47a736-a753-4dad-be47-aeb8e3cc93fe,34.761764722637
4063,0,43.0,2.7,0.75,90ab6d15-6bde-4d2d-bc89-d59f6622b027,43.32010792650486
4064,1,32.0,3.6,-0.61,54ee720f-ea0b-4f5e-a3c6-60343c5fadc0,32.718512381198344
4065,1,31.0,3.3,0.05,f91f07c1-ed7e-4bec-b6d6-8c27797ad096,30.671193910989064
4066,0,39.0,4.0,0.48,433c1324-6884-40ae-9659-4b8eaadc0470,38.947657559761005
4067,0,29.0,3.5,0.1,80fbb0d5-2552-4f2d-a158-879a6b5138c8,28.529235516974047
4068,0,37.0,3.1,2.14,dfc8a9bf-5439-4eca-8105-0b3098123178,36.820769911407766
4069,1,32.0,3.6,-0.21,0114d37e-96fe-453e-9424-c29c4edd12dc,32.718512381198344
4070,0,42.0,2.9,0.23,e52c7900-fd5a-4f6d-9357-fab6ac6c3d07,43.32010792650486
4071,1,42.0,3.0,1.08,18bc9dce-ff24-4fc1-a860-f2e866ed1471,43.42322543186827
4072,1,37.0,2.9,-0.61,54e69fa9-454f-4448-b28a-45d496a2fd2d,36.875775344863534
4073,0,37.0,3.5,-0.17,5bd7471b-09bb-461a-a34c-0d3272b02203,36.820769911407766
4074,0,39.0,2.9,-0.76,a52eeafe-fd64-4b56-998a-3d802673693a,38.947657559761005
4075,1,28.0,3.7,0.38,458cac3e-e3ef-40c1-9caa-c6098064cbc1,28.639243618627056
4076,0,35.0,2.7,-0.32,0199c261-d5ad-435b-9ed1-b041155ae470,34.6927049560748
4077,0,37.0,3.1,1.37,6605ca33-e7b5-409c-849d-609914beacad,36.820769911407766
4078,0,41.0,2.6,-0.27,7be9030a-012f-4a82-a408-be0040cecba4,41.128086880515056
4079,0,32.0,3.2,1.23,921861c6-ee32-456e-b5f0-2438b6e937c3,32.630521057083385
4080,0,34.0,3.8,-0.16,dc693235-3abd-4b93-bfb1-99730d885435,34.6927049560748
4081,1,26.0,2.3,-0.33,d7a44b36-6f48-4e8f-92ac-fa647d39a3de,26.60000473261776
4082,0,40.0,3.5,1.18,cd752ed8-bc2a-482d-9299-0f59861ba3db,41.128086880515056
4083,1,21.0,3.9,-1.09,07e7d757-40ec-4607-bcea-be0c3db9b359,20.444137384990672
4084,0,39.0,3.0,-0.32,6f6093a2-fb8e-4e0b-99a9-949ee00f4e98,38.947657559761005
4085,0,39.0,3.0,0.93,655dbafd-d2fb-483a-95bf-bf07b791fa99,38.947657559761005
4086,0,44.0,2.0,1.04,24b599ec-74f7-4f6a-90b7-ea468dd5ad15,45.29719076794274
4087,0,31.0,3.7,0.01,33037bf6-38e8-484b-afdf-7a3f239b8c26,30.557155297466167
4088,1,34.0,3.2,0.23,d3c2aaf3-e636-463d-8041-be8b67f6b256,34.761764722637
4089,0,39.0,2.9,0.49,b7abcba3-e6db-4fe6-a1db-7e8bcf0441db,38.947657559761005
4090,0,34.0,3.6,-0.28,d9cc1a6b-215d-47f2-9885-b741e53796cb,34.6927049560748
4091,0,35.0,3.2,1.37,86908cf5-d744-4b8b-a4c0-526ff927cb6c,34.6927049560748
4092,0,41.0,2.9,-0.03,bd1b7341-5d04-4df8-b9b7-40e8793b7a38,41.128086880515056
4093,0,34.0,3.1,-0.32,f12ecb84-d455-4693-829f-2d20ddae0baa,34.6927049560748
4094,1,35.0,3.4,0.9,5ff6f3f5-4a46-44c8-9997-271010488a76,34.761764722637
4095,1,39.0,3.2,-0.76,a2522801-f25f-43d8-884a-59a98f342312,39.08247249381067
4096,0,41.0,3.6,1.52,bfb381c8-5263-4c4a-b924-ed1191518a2c,41.128086880515056
4097,1,39.0,3.2,-0.17,3d2db0ea-5214-49d8-a7d0-56082a47cc7b,39.08247249381067
4098,0,37.0,3.2,-0.17,4390d543-e619-43cf-b66c-4d06a7fdcee9,36.820769911407766
4099,0,40.0,3.0,0.05,c7e083d2-5699-4b4f-b827-bc917b26608e,41.128086880515056
4100,0,36.0,3.6,0.05,cbd918d1-c137-4c0e-85c6-b40e534a4251,36.820769911407766
4101,0,33.0,3.3,-0.54,ca42614a-c000-412d-9af6-3fbbfe5b615e,32.630521057083385
4102,0,44.0,3.2,0.71,d9e2704b-e049-4135-827e-b1d7c4e50db5,45.29719076794274
4103,1,34.0,3.4,0.41,f09f39ea-880c-41d4-97af-03d16e3f4e38,34.761764722637
4104,0,41.0,3.6,1.81,9c75abcc-57ca-4a12-84e4-4f5df050d7d1,41.128086880515056
4105,1,34.0,3.6,0.67,47a64c20-c943-4351-8111-28b02f41e954,34.761764722637
4106,1,40.0,3.7,2.26,710d7a58-3647-4911-85b8-6d7d821f17f1,41.22630579874763
4107,1,37.0,3.0,-1.13,bf93be73-5f38-437c-8060-131e76aed4ab,36.875775344863534
4108,0,38.0,2.8,-0.1,65368d20-3eab-43e2-a730-e027ae724754,38.947657559761005
4109,1,32.0,3.6,-0.03,7e6fb8c1-fd29-47f1-b710-c1ec5c9c4927,32.718512381198344
4110,1,36.0,2.2,-1.57,babd6d70-de3b-494d-94fa-9b93db8e51d4,36.875775344863534
4111,1,39.0,2.9,-0.76,55062807-ee00-42ef-822e-6c0d8b8e876e,39.08247249381067
4112,1,36.5,3.2,0.9,57c8e498-fcdc-4d50-a96d-54a4fabc3017,36.875775344863534
4113,1,34.0,3.1,-0.39,4553ccac-139c-4b30-ba3e-af0fd388068b,34.761764722637
4114,1,38.0,3.7,1.26,95531fc9-b04d-4705-b371-a9d48c1bc30c,39.08247249381067
4115,0,27.5,2.8,0.25,70788350-b309-482a-bc74-61e9ea889101,28.529235516974047
4116,0,33.0,3.0,-0.37,183ec156-a417-4cfb-90cd-c0603c726221,32.630521057083385
4117,0,37.0,2.6,1.16,c8f02cfb-0afb-4212-9457-ca81c6fa34ee,36.820769911407766
4118,0,29.0,2.6,0.05,bb219807-1c89-4e0f-a056-910e094f294a,28.529235516974047
4119,1,29.0,3.2,0.74,4dec9fa8-0ae6-4107-beda-9a14c3b9140f,28.639243618627056
4120,1,35.0,2.6,1.47,02732c8f-ccb7-43bb-9f55-2d2de1aa05f9,34.761764722637
4121,0,34.0,2.7,0.59,17272a63-85d8-4868-97c8-49d926363542,34.6927049560748
4122,0,30.0,2.6,0.01,193a1e18-d212-4fbd-b42f-3502b061578c,30.557155297466167
4123,0,34.0,3.0,0.67,b9504059-e877-48e7-ad00-b4bd6d1003d9,34.6927049560748
4124,0,35.0,3.4,2.05,a7906441-8c74-4dc9-b2cf-1e946e74d315,34.6927049560748
4125,0,29.0,3.4,-0.97,ef4c4029-e78f-4062-85b8-fcf91d736d15,28.529235516974047
4126,1,26.5,3.3,-0.75,4d16eaff-3700-4e98-8db9-1e82b3078dbe,26.60000473261776
4127,0,30.0,3.2,-0.48,fe5d6867-4c1c-41ce-b19d-bf42dd2b2cf3,30.557155297466167
4128,0,38.0,2.9,1.1,b9451878-40ad-4031-b05d-ec46abd23920,38.947657559761005
4129,0,33.0,2.3,0.14,c0261874-b675-47c0-90f3-3f707e80218b,32.630521057083385
4130,1,30.5,2.9,-1.1,5da0df21-84ab-4cc0-b1e5-71a5ec81aeec,30.671193910989064
4131,0,34.5,2.6,-1.13,cb4ad3eb-3316-4875-bf6f-ea9ed7fb7445,34.6927049560748
4132,0,33.0,2.7,0.16,fd2206e5-220e-4ccf-9b92-375e6c100552,32.630521057083385
4133,1,29.0,3.5,-0.28,03cc45fe-1a2a-49ee-bfd5-512611060926,28.639243618627056
4134,1,32.0,3.0,0.25,9a45f44b-9938-4aa3-9ef5-9299d3e660f0,32.718512381198344
4135,0,20.0,3.1,-1.1,919b8d30-3ed2-4c5b-b265-7e46f0f5b5fb,20.38375769984779
4136,0,27.25,3.5,-1.13,945b3e0c-5ce3-4b81-8d95-33b147276163,28.529235516974047
4137,0,35.0,3.2,1.16,7e49ce53-9139-4dae-a71b-deec75b1d02a,34.6927049560748
4138,0,30.0,2.9,0.32,837d5316-9d7b-4c37-aba3-7c2f378eed92,30.557155297466167
4139,1,25.0,3.1,-0.95,6aed2e64-d660-4042-a336-d30681a547cf,24.604971396253838
4140,0,31.0,2.7,0.25,8cd75170-f0e4-467e-9a79-d83d98f6701b,30.557155297466167
4141,1,28.5,3.7,-0.48,c98d2b9a-0143-4a2f-b36b-271cf56dfc84,28.639243618627056
4142,0,29.0,3.1,-0.64,e1a46ec0-b958-4630-925d-c87838284501,28.529235516974047
4143,0,31.0,3.1,-0.52,6ce2e68f-d019-404a-ada9-257a0af02755,30.557155297466167
4144,0,31.0,3.1,0.27,e4c50c42-d89e-447f-ac48-39517160f697,30.557155297466167
4145,1,28.0,3.1,-0.21,d05d354a-52c9-4b85-adaa-41a4a7246239,28.639243618627056
4146,1,40.0,2.9,-0.64,e3247bf2-e9c3-4c40-a099-48c71ef3dac5,41.22630579874763
4147,1,45.0,3.1,2.23,eda3e592-2be8-4942-82f0-bd424f97b4ac,45.39589972179137
4148,0,35.0,2.6,0.41,d9ed8827-6372-4182-9626-1e9074fd6f43,34.6927049560748
4149,0,30.0,3.1,0.16,5a7807ee-d020-4abe-a04c-8395784c55b5,30.557155297466167
4150,1,32.0,3.0,-1.37,ee09021b-5032-4937-8a3d-82314e028472,32.718512381198344
4151,1,32.0,2.6,-1.1,4b14d689-e4cb-4c9a-9e5c-c0afdb0d4cf5,32.718512381198344
4152,1,26.0,3.5,-0.68,3587d595-5ab4-46e9-939e-0642faec010e,26.60000473261776
4153,0,35.0,2.7,0.14,d907c2dc-b5e6-4370-91af-a4e0f4676955,34.6927049560748
4154,1,32.0,2.8,-1.53,33a468ca-e5bb-4e48-a683-3c0b0ca06956,32.718512381198344
4155,0,30.5,2.6,-0.1,4863fd29-929b-4689-bfad-2b3f843db222,30.557155297466167
4156,0,32.0,3.2,-0.26,81ca2e4d-ea33-40fb-b9c2-cf62dd3c4fae,32.630521057083385
4157,1,29.0,2.7,-0.1,88c91564-004e-4a33-a7fd-a5e42899bd42,28.639243618627056
4158,1,29.0,3.4,-1.13,edb42e1b-40aa-498b-9379-c67437f05419,28.639243618627056
4159,1,28.5,2.9,0.41,465e57a1-5de8-4c12-988a-4f24da5dc98d,28.639243618627056
4160,0,39.0,2.5,0.83,5f1f7283-1916-4bbc-bdaf-c32962612044,38.947657559761005
4161,0,35.0,2.4,0.59,cf52606d-7425-4b71-9ebd-227873c87f56,34.6927049560748
4162,1,29.0,3.1,0.01,47ee503f-02ed-4e7e-a2db-078d9e8013fe,28.639243618627056
4163,0,30.0,3.0,-0.79,feae2239-46ef-4757-a9e6-3b8cc2e7738c,30.557155297466167
4164,0,29.0,3.5,0.01,3e685c6b-ca92-4251-ba7a-c6a4c3d1057f,28.529235516974047
4165,0,29.0,2.5,0.32,807eb388-8074-4eb9-8f8a-eb37a7c75548,28.529235516974047
4166,0,32.0,3.6,2.07,7ee4694e-62f0-49b1-9a03-55ccbfae9261,32.630521057083385
4167,1,42.0,3.5,2.07,b2c47798-e494-4742-9e3c-7bd4d0e02b7b,43.42322543186827
4168,0,37.0,2.6,-0.48,eb7da80f-b849-4082-a2d5-5e911e9ca47b,36.820769911407766
4169,1,28.5,2.9,-0.28,0a8f08e6-21b6-4215-919c-4f98777302b4,28.639243618627056
4170,0,38.0,2.3,0.47,aced7219-6589-4fd2-95d6-416d5882c2ab,38.947657559761005
4171,0,27.5,2.4,-0.1,dd81ff9f-7fcc-4730-a83f-8f0eafb7ad00,28.529235516974047
4172,0,36.0,2.4,0.05,254e6057-ec9e-44b3-92e3-a2feb407ac53,36.820769911407766
4173,0,31.0,2.8,-0.64,5b03f38f-5020-474d-96d0-a6d97f1c4982,30.557155297466167
4174,0,31.0,3.0,1.05,af14b055-bc1c-4534-b1a0-9d6bb19f393a,30.557155297466167
4175,1,27.5,3.2,1.52,1ba1f630-7b7f-408b-939f-da196cf7e60c,28.639243618627056
4176,0,26.0,3.1,-0.84,f5c41f93-0677-4187-8f07-6fd9aa64a400,26.566431041439046
4177,0,35.0,3.1,0.74,21cdd6c8-2125-4bc7-8206-5fb4542341f0,34.6927049560748
4178,0,30.0,3.1,2.12,1771467e-3ef0-488d-8a2f-730fd8d3197f,30.557155297466167
4179,0,28.0,3.1,0.83,4355ca1b-1e64-4ab7-973f-515b3753eadb,28.529235516974047
4180,0,29.5,3.6,1.63,8701c23d-aaca-4b9d-b5e3-6e77807c98e8,30.557155297466167
4181,0,34.0,2.6,1.16,04da0e5d-31de-418c-abef-d7cbb48db317,34.6927049560748
4182,0,29.0,2.9,-0.28,fce0c4ed-62d3-4be0-9531-a1d3acab7f5b,28.529235516974047
4183,0,28.0,3.6,-1.01,eda84557-b316-4262-a770-64ec1cee31e7,28.529235516974047
4184,0,31.0,3.1,-0.37,493d5890-b1f9-4466-afe2-1abf0f4be362,30.557155297466167
4185,1,29.25,3.1,-0.95,0cff52fa-b258-422e-835c-0233d390ea68,30.671193910989064
4186,0,36.0,2.5,-1.13,b0dad3a1-03b4-4845-9519-1d8be6905b8e,36.820769911407766
4187,0,27.5,3.1,-0.41,fd515d3a-7a4d-4c82-8bcd-a359b4449492,28.529235516974047
4188,0,28.5,2.5,-1.44,3d437c73-b002-4b57-8696-88deddc46c84,28.529235516974047
4189,0,28.5,3.1,-0.41,94921450-2b3c-458f-b88f-e062754cef62,28.529235516974047
4190,0,20.0,3.1,-0.95,8a896d2f-c495-44f0-aa4a-b35c0fef22c5,20.38375769984779
4191,1,29.0,2.7,-0.33,7bf18380-29fa-4283-9c4e-fda7b02cecc9,28.639243618627056
4192,1,32.5,3.0,-0.28,ccc7f1e8-6dfa-4a7c-a93e-7ac2b725cf05,32.718512381198344
4193,0,31.0,3.4,-0.7,bbea96ab-a6ae-4fe0-a0d2-2666a735947a,30.557155297466167
4194,0,35.0,2.6,1.85,893284fd-7140-4b27-b0f7-b9c71d82d95e,34.6927049560748
4195,1,32.5,2.7,-0.17,69a459f7-1533-43eb-86da-f0649a874a7d,32.718512381198344
4196,1,30.0,2.9,-0.06,3a9c1eee-bd7e-456a-8da3-88366e71080c,30.671193910989064
4197,1,17.0,3.3,-0.44,d58a3d1e-6783-4def-a352-643a0097a22f,16.496610552337128
4198,0,32.0,3.5,1.32,52bbd42d-695d-4131-baec-723ecf92ea17,32.630521057083385
4199,0,42.0,3.8,0.7,2020b939-02b2-4907-9899-a5b2bdb0d0df,43.32010792650486
4200,1,27.0,3.2,-0.21,65018748-bc2e-4f5b-b368-493d863de746,26.60000473261776
4201,0,40.0,4.0,1.05,2cc2c4ba-0117-4f18-af16-48e33a2ab528,41.128086880515056
4202,0,28.75,3.3,0.43,aa0340f6-d126-405a-bd5c-fd323f50a958,28.529235516974047
4203,0,30.0,2.6,-0.41,d0374022-90bc-4b96-b491-0d2b54ebd474,30.557155297466167
4204,1,26.0,3.6,0.7,18857314-5934-4292-89d9-04e6bc75cfc4,26.60000473261776
4205,1,30.5,3.7,-0.33,be96b748-ed96-4234-a87f-730f110701b2,30.671193910989064
